,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,MarJon Beauchamp,32:59,4,8,.500,1,2,.500,2,2,1.000,1,5,6,1,2,0,3,0,11,+12
1,Damian Lillard,29:39,11,22,.500,6,14,.429,5,5,1.000,0,4,4,5,0,1,2,3,33,+26
2,Brook Lopez,26:19,2,3,.667,1,2,.500,0,0,,0,1,1,1,0,5,2,3,5,+23
3,Andre Jackson Jr.,25:53,4,8,.500,2,5,.400,0,0,,1,7,8,1,0,0,1,4,10,+2
4,Giannis Antetokounmpo,25:47,7,9,.778,0,0,,8,13,.615,1,7,8,6,1,0,0,1,22,+22
5,player,,,,,,,,,,,,,,,,,,,,
6,Bobby Portis,26:39,11,18,.611,4,7,.571,5,5,1.000,3,9,12,1,1,0,4,3,31,+24
7,A.J. Green,19:53,3,6,.500,3,6,.500,0,0,,1,0,1,1,0,0,0,5,9,+22
8,Cameron Payne,15:17,3,5,.600,1,3,.333,4,4,1.000,0,1,1,5,1,0,2,2,11,+5
9,Pat Connaughton,12:17,2,2,1.000,1,1,1.000,1,1,1.000,1,3,4,2,0,1,0,1,6,+28
10,Chris Livingston,9:03,1,1,1.000,0,0,,0,0,,0,3,3,0,0,0,0,2,2,0
11,Robin Lopez,6:00,0,2,.000,0,1,.000,0,0,,0,0,0,1,0,1,0,0,0,0
12,Thanasis Antetokounmpo,5:15,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-4
13,Lindell Wigginton,4:58,2,4,.500,0,1,.000,2,2,1.000,0,0,0,0,0,0,0,0,6,0
