,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jalen Johnson,20:40,4,10,.400,1,3,.333,0,0,,2,5,7,3,0,1,0,2,9,-6
1,Trae Young,20:16,7,10,.700,5,6,.833,2,2,1.000,0,0,0,3,1,0,0,1,21,+4
2,Dejounte Murray,19:43,2,9,.222,0,3,.000,0,0,,0,0,0,3,1,0,1,1,4,+1
3,Clint Capela,11:41,1,2,.500,0,0,,1,2,.500,1,3,4,1,0,0,1,0,3,+6
4,Garrison Mathews,6:32,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,1,0,0,0,+5
5,player,,,,,,,,,,,,,,,,,,,,
6,Bogdan Bogdanović,16:25,3,6,.500,1,4,.250,1,1,1.000,0,4,4,0,1,0,0,0,8,-4
7,Onyeka Okongwu,16:53,3,5,.600,1,3,.333,2,2,1.000,1,4,5,0,0,1,0,3,9,-6
8,De'Andre Hunter,7:50,2,5,.400,0,2,.000,1,3,.333,0,1,1,0,0,0,0,0,5,0
9,Patty Mills, ,,,,,,,,,,,,,,,,,,,
10,Kobe Bufkin,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Bruno Fernando,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Trent Forrest,Did Not Play,,,,,,,,,,,,,,,,,,,
13,AJ Griffin,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Seth Lundy,Did Not Play,,,,,,,,,,,,,,,,,,,
