,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Mikal Bridges,37:47,7,20,.350,4,11,.364,1,1,1.000,2,4,6,4,1,1,0,4,19,-9,Boston Celtics,Brooklyn Nets,2023-11-04
1,Cam Thomas,37:22,11,24,.458,2,6,.333,3,3,1.000,0,5,5,3,1,1,0,2,27,-9,Boston Celtics,Brooklyn Nets,2023-11-04
2,Royce O'Neale,36:56,2,15,.133,2,13,.154,0,0,,1,3,4,3,1,1,0,4,6,-18,Boston Celtics,Brooklyn Nets,2023-11-04
3,Dorian Finney-Smith,36:46,5,10,.500,4,9,.444,0,0,,4,4,8,1,0,0,0,3,14,-19,Boston Celtics,Brooklyn Nets,2023-11-04
4,Spencer Dinwiddie,35:17,8,14,.571,3,7,.429,0,3,.000,0,6,6,6,0,0,1,1,19,-6,Boston Celtics,Brooklyn Nets,2023-11-04
6,Lonnie Walker IV,17:17,5,8,.625,1,2,.500,2,2,1.000,0,3,3,1,0,0,1,0,13,-2,Boston Celtics,Brooklyn Nets,2023-11-04
7,Day'Ron Sharpe,16:48,3,4,.750,0,0,,5,8,.625,3,4,7,1,0,0,2,3,11,+6,Boston Celtics,Brooklyn Nets,2023-11-04
8,Dennis Smith Jr.,14:30,2,5,.400,1,4,.250,0,0,,0,1,1,1,1,2,1,3,5,-5,Boston Celtics,Brooklyn Nets,2023-11-04
9,Trendon Watford,5:03,0,0,,0,0,,0,0,,0,2,2,2,0,0,0,1,0,+8,Boston Celtics,Brooklyn Nets,2023-11-04
10,Armoni Brooks,1:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2,Boston Celtics,Brooklyn Nets,2023-11-04
11,Jalen Wilson,1:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2,Boston Celtics,Brooklyn Nets,2023-11-04
12,Harry Giles,0:0,Boston Celtics,Brooklyn Nets,2023-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Keon Johnson,0:0,Boston Celtics,Brooklyn Nets,2023-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
