,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Domantas Sabonis,37:58,16,21,.762,1,1,1.000,4,4,1.000,5,5,10,13,3,0,5,3,37,+28,Sacramento Kings,Detroit Pistons,2024-01-09
1,Keegan Murray,34:40,13,17,.765,5,9,.556,1,1,1.000,0,5,5,2,1,2,1,2,32,+32,Sacramento Kings,Detroit Pistons,2024-01-09
2,De'Aaron Fox,33:18,10,19,.526,4,7,.571,2,2,1.000,0,3,3,4,2,0,5,2,26,+2,Sacramento Kings,Detroit Pistons,2024-01-09
3,Kevin Huerter,29:12,2,11,.182,0,6,.000,0,0,,0,5,5,5,1,1,0,1,4,+16,Sacramento Kings,Detroit Pistons,2024-01-09
4,Harrison Barnes,13:42,0,1,.000,0,0,,0,2,.000,0,1,1,1,0,0,0,0,0,-9,Sacramento Kings,Detroit Pistons,2024-01-09
6,Trey Lyles,31:50,1,4,.250,1,3,.333,3,4,.750,1,7,8,3,0,0,1,2,6,+31,Sacramento Kings,Detroit Pistons,2024-01-09
7,Malik Monk,28:03,9,15,.600,2,6,.333,0,0,,0,2,2,9,1,2,3,5,20,+18,Sacramento Kings,Detroit Pistons,2024-01-09
8,Juan Toscano-Anderson,14:17,0,3,.000,0,1,.000,0,0,,2,4,6,1,0,0,1,4,0,-6,Sacramento Kings,Detroit Pistons,2024-01-09
9,Alex Len,10:02,3,3,1.000,0,0,,0,1,.000,1,2,3,0,0,1,1,1,6,-7,Sacramento Kings,Detroit Pistons,2024-01-09
10,Keon Ellis,4:24,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4,Sacramento Kings,Detroit Pistons,2024-01-09
11,Kessler Edwards,1:17,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+2,Sacramento Kings,Detroit Pistons,2024-01-09
12,Davion Mitchell,1:17,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,+2,Sacramento Kings,Detroit Pistons,2024-01-09
13,Chris Duarte,0:0,Sacramento Kings,Detroit Pistons,2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,JaVale McGee,0:0,Sacramento Kings,Detroit Pistons,2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Sasha Vezenkov,0:0,Sacramento Kings,Detroit Pistons,2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
