,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Lauri Markkanen,37:42,10,24,.417,5,13,.385,2,2,1.000,5,9,14,5,0,1,2,2,27,+3,Utah Jazz,Denver Nuggets,2023-10-30
1,John Collins,34:01,7,16,.438,1,3,.333,0,3,.000,3,6,9,1,1,0,0,3,15,-5,Utah Jazz,Denver Nuggets,2023-10-30
2,Jordan Clarkson,33:33,2,10,.200,0,4,.000,0,3,.000,2,1,3,6,1,0,5,1,4,-7,Utah Jazz,Denver Nuggets,2023-10-30
3,Talen Horton-Tucker,29:30,7,12,.583,2,3,.667,0,0,,0,3,3,8,0,0,1,4,16,+2,Utah Jazz,Denver Nuggets,2023-10-30
4,Walker Kessler,29:09,10,11,.909,0,0,,2,3,.667,3,10,13,0,0,1,2,4,22,-2,Utah Jazz,Denver Nuggets,2023-10-30
6,Keyonte George,19:58,1,6,.167,1,4,.250,0,0,,1,0,1,2,1,0,0,0,3,-12,Utah Jazz,Denver Nuggets,2023-10-30
7,Kelly Olynyk,18:12,0,2,.000,0,2,.000,3,4,.750,2,2,4,5,3,0,1,4,3,-8,Utah Jazz,Denver Nuggets,2023-10-30
8,Collin Sexton,16:51,5,10,.500,2,5,.400,0,0,,0,0,0,0,0,0,1,2,12,-10,Utah Jazz,Denver Nuggets,2023-10-30
9,Ochai Agbaji,14:38,0,5,.000,0,2,.000,0,0,,1,1,2,2,0,0,0,0,0,-1,Utah Jazz,Denver Nuggets,2023-10-30
10,Kris Dunn,6:26,0,2,.000,0,1,.000,0,0,,0,2,2,1,0,0,0,1,0,0,Utah Jazz,Denver Nuggets,2023-10-30
11,Simone Fontecchio,0:0,Utah Jazz,Denver Nuggets,2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Luka Šamanić,0:0,Utah Jazz,Denver Nuggets,2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Omer Yurtseven,0:0,Utah Jazz,Denver Nuggets,2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
