,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Dennis Schröder,36:55,3,10,.300,1,6,.167,3,4,.750,0,1,1,9,0,0,2,1,10,-10,New York Knicks,Toronto Raptors,2023-12-01
1,Scottie Barnes,36:44,13,19,.684,3,7,.429,0,1,.000,3,6,9,4,5,1,2,2,29,-7,New York Knicks,Toronto Raptors,2023-12-01
2,Pascal Siakam,33:49,7,16,.438,0,4,.000,7,8,.875,3,5,8,3,0,0,3,3,21,-14,New York Knicks,Toronto Raptors,2023-12-01
3,Jakob Poeltl,27:51,6,9,.667,0,0,,0,0,,4,8,12,1,0,2,1,4,12,0,New York Knicks,Toronto Raptors,2023-12-01
4,OG Anunoby,27:08,4,13,.308,1,6,.167,0,0,,1,4,5,3,1,2,3,5,9,-4,New York Knicks,Toronto Raptors,2023-12-01
6,Gary Trent Jr.,22:34,2,6,.333,0,1,.000,0,1,.000,0,1,1,4,0,0,0,0,4,-18,New York Knicks,Toronto Raptors,2023-12-01
7,Chris Boucher,19:10,4,10,.400,1,4,.250,2,3,.667,2,1,3,2,1,0,0,0,11,+5,New York Knicks,Toronto Raptors,2023-12-01
8,Precious Achiuwa,17:16,4,11,.364,0,1,.000,0,0,,5,1,6,1,0,0,1,2,8,-22,New York Knicks,Toronto Raptors,2023-12-01
9,Malachi Flynn,11:05,0,2,.000,0,1,.000,0,0,,0,1,1,4,0,1,0,1,0,-3,New York Knicks,Toronto Raptors,2023-12-01
10,Jalen McDaniels,7:27,1,4,.250,0,2,.000,0,0,,1,1,2,1,0,0,0,1,2,+8,New York Knicks,Toronto Raptors,2023-12-01
11,Otto Porter Jr.,0:0,New York Knicks,Toronto Raptors,2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Garrett Temple,0:0,New York Knicks,Toronto Raptors,2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Thaddeus Young,0:0,New York Knicks,Toronto Raptors,2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
