,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Cade Cunningham,37:34,10,26,.385,2,4,.500,9,9,1.000,0,3,3,5,0,0,4,0,31,-12
1,Jaden Ivey,32:07,9,16,.563,1,6,.167,6,9,.667,2,0,2,3,1,1,3,3,25,-15
2,Ausar Thompson,30:06,4,5,.800,0,0,,0,0,,1,5,6,3,0,2,1,2,8,+6
3,Isaiah Stewart,27:13,4,8,.500,0,0,,2,2,1.000,3,3,6,1,2,1,0,1,10,-11
4,Marvin Bagley III,14:13,3,6,.500,0,0,,0,0,,3,3,6,2,0,3,1,1,6,-8
5,player,,,,,,,,,,,,,,,,,,,,
6,Jalen Duren,28:58,5,10,.500,0,1,.000,3,4,.750,4,9,13,4,1,1,2,5,13,-11
7,Isaiah Livers,26:03,3,5,.600,2,4,.500,0,0,,0,2,2,0,0,0,0,2,8,-15
8,Killian Hayes,17:04,3,6,.500,0,0,,0,0,,0,1,1,3,0,0,0,0,6,-25
9,Alec Burks,13:47,2,6,.333,2,3,.667,0,0,,0,2,2,1,1,1,2,1,6,-8
10,Stanley Umude,8:15,0,1,.000,0,0,,0,0,,1,1,2,0,1,2,1,3,0,-14
11,Marcus Sasser,4:37,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
12,Kevin Knox,Did Not Play,,,,,,,,,,,,,,,,,,,
13,James Wiseman,Did Not Play,,,,,,,,,,,,,,,,,,,
