,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Precious Achiuwa,43:10,.338,.313,.188,.250,15.1,19.8,17.1,0.0,4.5,3.7,10.1,17.7,89,98,-4.1,Indiana Pacers,New York Knicks,2024-02-01
1,Josh Hart,37:58,.289,.000,.500,1.000,6.4,25.3,14.6,9.3,0.0,2.1,18.8,10.8,82,108,-6.2,Indiana Pacers,New York Knicks,2024-02-01
2,Donte DiVincenzo,37:56,.385,.385,.615,.000,0.0,5.6,2.4,12.3,2.6,0.0,3.7,27.6,98,109,-1.6,Indiana Pacers,New York Knicks,2024-02-01
3,Jalen Brunson,36:52,.574,.517,.200,.367,2.2,11.6,6.3,6.1,0.0,0.0,5.4,38.7,126,113,7.7,Indiana Pacers,New York Knicks,2024-02-01
4,Isaiah Hartenstein,35:30,.711,.750,.000,.125,18.3,33.1,24.7,24.7,0.0,2.3,10.6,10.3,156,107,10.1,Indiana Pacers,New York Knicks,2024-02-01
6,Miles McBride,29:01,.595,.577,.615,.077,0.0,3.7,1.6,0.0,3.4,0.0,6.9,19.3,127,108,3.6,Indiana Pacers,New York Knicks,2024-02-01
7,Jericho Sims,12:30,1.000,1.000,.000,.000,26.0,0.0,14.8,10.3,0.0,19.2,50.0,6.2,134,101,9.4,Indiana Pacers,New York Knicks,2024-02-01
8,Malachi Flynn,7:03,.258,.000,.667,.667,0.0,15.1,6.5,16.6,0.0,0.0,0.0,21.3,86,113,-9.5,Indiana Pacers,New York Knicks,2024-02-01
9,Ryan Arcidiacono,0:0,Indiana Pacers,New York Knicks,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Charlie Brown Jr.,0:0,Indiana Pacers,New York Knicks,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Evan Fournier,0:0,Indiana Pacers,New York Knicks,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Taj Gibson,0:0,Indiana Pacers,New York Knicks,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jacob Toppin,0:0,Indiana Pacers,New York Knicks,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
