,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Desmond Bane,38:03,14,28,.500,7,13,.538,2,3,.667,0,4,4,8,1,2,3,3,37,+1
1,Jacob Gilyard,34:02,5,10,.500,4,9,.444,0,0,,2,2,4,8,1,0,2,2,14,-12
2,Bismack Biyombo,33:41,5,10,.500,0,0,,5,6,.833,9,6,15,0,1,0,0,4,15,-5
3,Marcus Smart,24:54,3,9,.333,0,4,.000,2,2,1.000,0,1,1,2,0,1,1,6,8,+10
4,Jaren Jackson Jr.,23:21,7,13,.538,0,2,.000,0,0,,2,2,4,2,0,0,2,2,14,-11
5,player,,,,,,,,,,,,,,,,,,,,
6,John Konchar,21:24,2,6,.333,2,4,.500,0,0,,0,1,1,2,2,0,0,0,6,-7
7,Luke Kennard,21:03,5,11,.455,4,9,.444,0,0,,0,1,1,1,0,1,0,1,14,-13
8,David Roddy,18:45,3,9,.333,1,5,.200,0,0,,1,2,3,0,0,0,2,1,7,-6
9,Santi Aldama,13:04,2,3,.667,1,1,1.000,1,2,.500,0,2,2,0,0,0,0,1,6,+2
10,Kenneth Lofton Jr.,11:40,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,1,1,3,0,+11
11,Vince Williams Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,
