,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Jamal Murray,29:33,3,11,.273,1,3,.333,2,3,.667,0,2,2,7,0,0,3,1,9,-29,Denver Nuggets,New York Knicks,2024-01-25
1,Aaron Gordon,29:31,5,10,.500,0,1,.000,2,2,1.000,1,4,5,2,1,0,1,2,12,-28,Denver Nuggets,New York Knicks,2024-01-25
2,Nikola Jokić,27:29,13,18,.722,2,3,.667,3,3,1.000,4,7,11,3,0,0,7,1,31,-23,Denver Nuggets,New York Knicks,2024-01-25
3,Kentavious Caldwell-Pope,22:19,2,6,.333,1,3,.333,0,0,,0,0,0,0,0,0,1,4,5,-21,Denver Nuggets,New York Knicks,2024-01-25
4,Michael Porter Jr.,21:35,2,4,.500,0,0,,1,1,1.000,3,3,6,0,0,0,2,2,5,-29,Denver Nuggets,New York Knicks,2024-01-25
6,Reggie Jackson,23:33,1,7,.143,0,1,.000,0,0,,1,0,1,3,0,0,0,2,2,-16,Denver Nuggets,New York Knicks,2024-01-25
7,Peyton Watson,23:08,3,8,.375,0,4,.000,1,2,.500,1,3,4,3,0,2,2,2,7,-12,Denver Nuggets,New York Knicks,2024-01-25
8,Christian Braun,14:34,1,4,.250,0,1,.000,2,2,1.000,1,2,3,0,0,0,1,1,4,-10,Denver Nuggets,New York Knicks,2024-01-25
9,Justin Holiday,12:00,2,4,.500,0,2,.000,0,0,,0,1,1,0,1,0,0,2,4,-6,Denver Nuggets,New York Knicks,2024-01-25
10,DeAndre Jordan,11:12,0,2,.000,0,0,,0,0,,2,3,5,0,0,0,0,0,0,-8,Denver Nuggets,New York Knicks,2024-01-25
11,Jalen Pickett,7:12,1,3,.333,0,2,.000,0,0,,0,0,0,2,0,0,0,0,2,-1,Denver Nuggets,New York Knicks,2024-01-25
12,Hunter Tyson,7:12,0,3,.000,0,3,.000,0,0,,0,1,1,0,0,0,2,1,0,-1,Denver Nuggets,New York Knicks,2024-01-25
13,Jay Huff,5:21,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,2,3,-3,Denver Nuggets,New York Knicks,2024-01-25
14,Zeke Nnaji,5:21,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-3,Denver Nuggets,New York Knicks,2024-01-25
