,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Lauri Markkanen,32:24,.711,.538,.385,.923,9.0,36.1,24.0,8.0,0.0,3.1,0.0,24.8,158,113,5.4
1,Kris Dunn,25:42,1.250,1.250,.500,.000,5.7,13.7,10.1,13.3,7.5,3.9,50.0,6.8,127,100,5.8
2,John Collins,24:05,.689,.700,.400,.200,0.0,29.2,16.2,17.6,2.0,0.0,8.4,21.7,127,112,4.1
3,Collin Sexton,21:08,.698,.643,.286,.286,6.9,5.5,6.1,32.6,2.3,4.7,6.0,34.9,139,113,10.3
4,Simone Fontecchio,20:30,.300,.300,.800,.000,0.0,0.0,0.0,10.7,0.0,0.0,37.5,17.2,52,123,-16.1
5,player,,,,,,,,,,,,,,,,
6,Jordan Clarkson,33:00,.694,.711,.421,.053,0.0,7.1,3.9,45.9,0.0,0.0,13.4,29.9,127,122,3.3
7,Keyonte George,22:18,.381,.357,.571,.286,0.0,5.2,2.9,15.5,2.2,0.0,11.3,17.5,88,117,-8.9
8,Kelly Olynyk,19:15,.900,.900,.200,.000,0.0,18.2,10.1,34.6,5.0,5.2,16.7,13.7,159,104,13.5
9,Walker Kessler,14:59,1.000,1.000,.000,.000,19.4,15.6,17.3,9.7,6.4,6.7,20.0,14.7,159,100,7.6
10,Ochai Agbaji,13:23,.000,.000,.500,.000,10.9,26.2,19.4,7.8,3.6,14.9,0.0,6.6,71,99,1.7
11,Taylor Hendricks,3:19,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,30.2,50.0,26.5,0,103,-22.8
12,Luka Šamanić,3:19,.568,,,,0.0,0.0,0.0,31.5,0.0,0.0,0.0,11.7,153,123,6.5
13,Brice Sensabaugh,3:19,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,123,-8.0
14,Omer Yurtseven,3:19,1.000,1.000,.000,.000,0.0,70.6,39.1,0.0,0.0,0.0,66.7,39.8,39,108,-20.1
15,Talen Horton-Tucker,Did Not Play,,,,,,,,,,,,,,,
