,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Vince Williams Jr.,35:01,7,11,.636,2,4,.500,2,3,.667,3,7,10,1,2,1,2,2,18,+5
1,Luke Kennard,34:52,7,18,.389,5,13,.385,0,1,.000,0,3,3,7,0,0,3,1,19,+10
2,Jaren Jackson Jr.,32:23,12,22,.545,2,5,.400,1,3,.333,3,1,4,5,6,1,4,4,27,0
3,John Konchar,28:10,3,6,.500,0,1,.000,0,1,.000,4,1,5,4,0,5,1,2,6,0
4,Santi Aldama,22:57,4,9,.444,1,4,.250,1,1,1.000,1,3,4,4,1,0,1,0,10,+12
5,player,,,,,,,,,,,,,,,,,,,,
6,David Roddy,23:14,4,12,.333,0,0,,0,0,,6,3,9,2,0,0,1,1,8,-5
7,GG Jackson II,21:10,3,5,.600,1,3,.333,0,0,,0,5,5,1,1,1,0,0,7,+6
8,Xavier Tillman Sr.,15:37,1,6,.167,0,1,.000,0,0,,1,3,4,2,1,0,1,2,2,+8
9,Ziaire Williams,13:38,1,3,.333,1,1,1.000,3,3,1.000,1,1,2,2,0,0,2,3,6,+1
10,Jacob Gilyard,12:58,2,3,.667,1,2,.500,0,0,,0,1,1,2,0,0,0,0,5,+3
11,Jake LaRavia,Did Not Dress,,,,,,,,,,,,,,,,,,,
12,Derrick Rose,Did Not Dress,,,,,,,,,,,,,,,,,,,
