,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Brook Lopez,34:36,8,11,.727,6,9,.667,2,2,1.000,0,3,3,0,1,0,2,2,24,+29
1,Giannis Antetokounmpo,28:55,11,16,.688,1,1,1.000,7,11,.636,1,11,12,4,2,0,1,3,30,+23
2,Damian Lillard,28:32,7,14,.500,3,7,.429,9,10,.900,0,6,6,9,2,0,0,1,26,+23
3,Malik Beasley,28:22,3,10,.300,1,7,.143,1,2,.500,1,3,4,2,2,0,2,2,8,+26
4,Jae Crowder,22:24,2,5,.400,1,4,.250,0,0,,1,3,4,1,0,0,0,3,5,+18
5,player,,,,,,,,,,,,,,,,,,,,
6,Bobby Portis,22:09,9,15,.600,2,5,.400,0,0,,1,6,7,2,1,0,1,6,20,+2
7,Pat Connaughton,19:40,2,4,.500,1,3,.333,0,0,,2,1,3,4,1,0,1,1,5,+10
8,Cameron Payne,17:41,4,7,.571,3,4,.750,0,0,,0,2,2,5,2,0,0,0,11,+4
9,Andre Jackson Jr.,17:24,1,1,1.000,1,1,1.000,0,0,,0,2,2,2,1,0,0,3,3,+8
10,MarJon Beauchamp,5:56,3,3,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,6,-4
11,Robin Lopez,5:03,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,1,0,-3
12,A.J. Green,4:21,1,3,.333,1,3,.333,0,0,,0,1,1,0,0,0,1,1,3,-8
13,Thanasis Antetokounmpo,3:10,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-5
14,Chris Livingston,1:47,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-3
