,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Dillon Brooks,40:20,.517,.477,.682,.227,2.4,8.8,5.7,3.8,4.6,0.0,0.0,24.3,110,107,3.7,Boston Celtics,Houston Rockets,2024-01-21
1,Alperen Şengün,36:28,.607,.556,.111,.222,5.3,24.4,15.2,47.3,1.3,0.0,23.3,28.6,108,108,6.6,Boston Celtics,Houston Rockets,2024-01-21
2,Jalen Green,32:02,.414,.417,.333,.167,3.0,8.3,5.8,24.6,1.4,0.0,13.4,28.2,84,115,-4.0,Boston Celtics,Houston Rockets,2024-01-21
3,Amen Thompson,31:58,.593,.500,.200,.600,9.0,30.6,20.2,22.4,1.4,0.0,13.7,18.5,122,105,4.2,Boston Celtics,Houston Rockets,2024-01-21
4,Cam Whitmore,27:27,.317,.357,.571,.286,0.0,13.0,6.7,0.0,1.7,3.4,11.3,13.1,56,111,-8.1,Boston Celtics,Houston Rockets,2024-01-21
6,Aaron Holiday,27:15,.750,.750,.625,.000,0.0,13.0,6.8,27.4,1.7,0.0,20.0,14.8,124,112,2.9,Boston Celtics,Houston Rockets,2024-01-21
7,Jeenathan Williams,18:41,.357,.357,.143,.000,10.3,4.8,7.4,0.0,0.0,0.0,0.0,15.2,89,120,-7.6,Boston Celtics,Houston Rockets,2024-01-21
8,Jae'Sean Tate,14:57,.500,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,12.6,0.0,5.4,100,115,-1.6,Boston Celtics,Houston Rockets,2024-01-21
9,Jock Landale,10:52,.521,.500,.000,1.000,17.7,8.2,12.7,0.0,0.0,0.0,25.8,14.4,97,118,-6.7,Boston Celtics,Houston Rockets,2024-01-21
10,Nate Hinton,0:0,Boston Celtics,Houston Rockets,2024-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Boban Marjanović,0:0,Boston Celtics,Houston Rockets,2024-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jermaine Samuels,0:0,Boston Celtics,Houston Rockets,2024-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
