,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,RJ Barrett,36:39,.495,.441,.294,.294,6.4,10.9,8.8,9.1,1.2,0.0,9.4,24.2,97,114,-3.0,New York Knicks,Orlando Magic,2023-12-29
1,Julius Randle,36:26,.666,.640,.160,.320,9.6,24.7,17.8,46.7,0.0,2.4,14.9,38.5,118,110,10.3,New York Knicks,Orlando Magic,2023-12-29
2,Jalen Brunson,34:25,.493,.267,.267,.800,0.0,20.3,11.0,34.4,0.0,2.5,12.9,28.3,103,112,0.1,New York Knicks,Orlando Magic,2023-12-29
3,Isaiah Hartenstein,24:50,.658,.500,.000,.750,4.7,8.1,6.5,17.0,5.5,0.0,27.3,12.3,112,105,3.4,New York Knicks,Orlando Magic,2023-12-29
4,Donte DiVincenzo,19:51,.143,.143,.714,.000,0.0,5.0,2.7,13.6,6.9,4.3,12.5,16.9,39,101,-6.2,New York Knicks,Orlando Magic,2023-12-29
6,Josh Hart,30:39,.625,.625,.500,.000,0.0,13.1,7.0,0.0,0.0,0.0,33.3,8.2,73,116,-6.5,New York Knicks,Orlando Magic,2023-12-29
7,Immanuel Quickley,28:09,.575,.550,.700,.100,0.0,3.6,1.9,5.5,0.0,0.0,8.7,17.0,103,119,-4.2,New York Knicks,Orlando Magic,2023-12-29
8,Taj Gibson,15:26,1.000,1.000,.000,.000,0.0,25.9,14.0,0.0,0.0,5.6,0.0,2.7,200,108,-1.4,New York Knicks,Orlando Magic,2023-12-29
9,Quentin Grimes,13:35,.500,.500,1.000,.000,0.0,14.7,7.9,0.0,3.4,0.0,0.0,9.2,97,108,0.1,New York Knicks,Orlando Magic,2023-12-29
10,Ryan Arcidiacono,0:0,New York Knicks,Orlando Magic,2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Evan Fournier,0:0,New York Knicks,Orlando Magic,2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,DaQuan Jeffries,0:0,New York Knicks,Orlando Magic,2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Miles McBride,0:0,New York Knicks,Orlando Magic,2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Dmytro Skapintsev,0:0,New York Knicks,Orlando Magic,2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
