,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,DeMar DeRozan,40:41,6,14,.429,1,3,.333,10,11,.909,2,3,5,4,0,0,3,2,23,+14
1,Coby White,39:35,9,20,.450,4,11,.364,4,8,.500,1,6,7,11,1,0,0,1,26,+20
2,Nikola Vučević,35:59,10,21,.476,2,5,.400,2,2,1.000,2,10,12,7,2,0,0,2,24,+12
3,Patrick Williams,31:58,3,9,.333,2,5,.400,1,2,.500,2,0,2,3,2,2,0,5,9,+8
4,Alex Caruso,4:52,2,4,.500,2,3,.667,0,0,,0,0,0,1,0,0,0,0,6,+11
5,player,,,,,,,,,,,,,,,,,,,,
6,Ayo Dosunmu,35:19,10,12,.833,3,4,.750,1,4,.250,2,6,8,5,1,0,0,3,24,-1
7,Torrey Craig,23:14,2,7,.286,0,3,.000,1,1,1.000,1,2,3,0,1,0,0,3,5,-6
8,Jevon Carter,13:29,0,2,.000,0,2,.000,0,0,,0,0,0,1,1,0,1,3,0,-5
9,Andre Drummond,12:01,3,4,.750,0,0,,1,2,.500,1,4,5,0,0,0,0,3,7,-4
10,Dalen Terry,2:52,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,-9
11,Julian Phillips,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Terry Taylor,Did Not Play,,,,,,,,,,,,,,,,,,,
