,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jonathan Kuminga,28:19,4,7,.571,0,1,.000,4,6,.667,0,3,3,4,0,1,3,3,12,-20
1,Brandin Podziemski,25:27,1,6,.167,0,2,.000,0,0,,3,6,9,2,0,0,2,1,2,-31
2,Stephen Curry,25:11,4,13,.308,3,8,.375,4,4,1.000,0,1,1,6,1,0,3,0,15,-4
3,Klay Thompson,24:09,5,10,.500,3,7,.429,0,0,,1,3,4,2,0,1,3,1,13,-17
4,Kevon Looney,18:39,3,3,1.000,0,0,,1,2,.500,2,5,7,0,0,1,0,4,7,-3
5,player,,,,,,,,,,,,,,,,,,,,
6,Moses Moody,24:47,8,18,.444,4,8,.500,1,1,1.000,1,1,2,0,1,0,0,3,21,-7
7,Andrew Wiggins,22:57,2,8,.250,1,3,.333,0,0,,0,2,2,2,0,0,1,2,5,-29
8,Trayce Jackson-Davis,21:51,9,11,.818,0,0,,1,1,1.000,3,2,5,1,1,1,1,1,19,-16
9,Cory Joseph,17:19,1,3,.333,0,2,.000,0,0,,2,1,3,2,0,0,2,2,2,-22
10,Dario Šarić,13:30,1,3,.333,0,2,.000,2,2,1.000,1,2,3,3,1,0,2,2,4,-24
11,Gui Santos,9:56,0,3,.000,0,3,.000,2,2,1.000,0,3,3,1,0,0,0,0,2,-6
12,Lester Quinones,7:55,1,4,.250,1,3,.333,0,0,,1,0,1,1,0,0,0,0,3,-1
13,Draymond Green,Did Not Play,,,,,,,,,,,,,,,,,,,
