,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Cade Cunningham,37:35,4,14,.286,1,3,.333,0,0,,1,2,3,12,3,0,6,3,9,-11
1,Ausar Thompson,34:50,9,12,.750,0,1,.000,3,6,.500,1,7,8,5,3,2,2,3,21,-4
2,Marvin Bagley III,30:12,9,12,.750,0,0,,4,4,1.000,6,5,11,1,0,1,4,2,22,+4
3,Killian Hayes,22:41,3,8,.375,1,3,.333,1,2,.500,0,3,3,5,1,2,1,2,8,+12
4,Isaiah Stewart,19:22,4,9,.444,1,5,.200,1,1,1.000,0,1,1,0,0,1,0,1,10,0
5,player,,,,,,,,,,,,,,,,,,,,
6,Kevin Knox,28:38,5,8,.625,2,4,.500,0,0,,1,3,4,1,0,0,2,3,12,-6
7,Alec Burks,23:26,4,12,.333,4,9,.444,4,4,1.000,1,1,2,5,1,0,1,3,16,-16
8,Jaden Ivey,20:39,4,7,.571,1,2,.500,2,4,.500,3,2,5,5,1,0,1,1,11,+1
9,James Wiseman,14:12,5,6,.833,0,0,,1,2,.500,1,3,4,1,0,0,0,2,11,-9
10,Marcus Sasser,8:25,0,2,.000,0,2,.000,0,0,,0,1,1,1,0,0,0,0,0,-1
11,Jalen Duren,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Joe Harris,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Isaiah Livers,Did Not Play,,,,,,,,,,,,,,,,,,,
