,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Jaren Jackson Jr.,39:59,.740,.688,.333,.542,2.5,14.7,8.7,14.1,4.7,2.2,9.2,36.4,130,105,14.8,Memphis Grizzlies,Houston Rockets,2023-12-13
1,David Roddy,32:11,.302,.286,.500,.143,3.1,15.2,9.2,19.5,1.4,0.0,6.3,21.9,71,113,-7.5,Memphis Grizzlies,Houston Rockets,2023-12-13
2,Derrick Rose,30:42,.603,.536,.286,.286,3.3,9.6,6.4,39.0,0.0,2.9,6.0,24.3,123,117,2.2,Memphis Grizzlies,Houston Rockets,2023-12-13
3,Vince Williams Jr.,27:47,.654,.600,.800,1.200,3.6,21.2,12.5,5.5,1.7,0.0,0.0,12.2,136,110,-2.3,Memphis Grizzlies,Houston Rockets,2023-12-13
4,Bismack Biyombo,23:59,.323,.500,.000,3.000,4.2,20.4,12.4,6.1,0.0,0.0,30.1,12.3,59,114,-14.3,Memphis Grizzlies,Houston Rockets,2023-12-13
6,Ziaire Williams,25:46,.268,.125,.750,.375,0.0,15.2,7.7,16.9,0.0,0.0,9.7,17.8,64,116,-12.3,Memphis Grizzlies,Houston Rockets,2023-12-13
7,Santi Aldama,15:44,.875,.875,.500,.000,0.0,31.1,15.7,11.8,0.0,11.3,20.0,14.1,121,104,3.3,Memphis Grizzlies,Houston Rockets,2023-12-13
8,Jake LaRavia,15:26,.333,.333,.500,.000,0.0,0.0,0.0,21.6,0.0,0.0,14.3,20.2,67,122,-13.8,Memphis Grizzlies,Houston Rockets,2023-12-13
9,Jacob Gilyard,12:58,1.500,1.500,1.000,.000,0.0,0.0,0.0,35.5,0.0,0.0,0.0,3.4,260,122,2.2,Memphis Grizzlies,Houston Rockets,2023-12-13
10,Jaylen Nowell,8:21,.000,.000,.667,.000,0.0,0.0,0.0,16.4,0.0,0.0,25.0,21.3,14,122,-26.2,Memphis Grizzlies,Houston Rockets,2023-12-13
11,John Konchar,7:07,.000,.000,1.000,.000,0.0,0.0,0.0,19.3,6.6,0.0,0.0,6.2,48,108,-1.0,Memphis Grizzlies,Houston Rockets,2023-12-13
12,Kenneth Lofton Jr.,0:0,Memphis Grizzlies,Houston Rockets,2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Xavier Tillman Sr.,0:0,Memphis Grizzlies,Houston Rockets,2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
