,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Kyrie Irving,40:19,12,27,.444,5,14,.357,4,4,1.000,0,5,5,6,1,0,1,2,33,-8,New Orleans Pelicans,Dallas Mavericks,2024-01-13
1,Tim Hardaway Jr.,39:20,8,17,.471,3,8,.375,5,6,.833,0,4,4,0,0,0,0,3,24,-6,New Orleans Pelicans,Dallas Mavericks,2024-01-13
2,Dwight Powell,33:39,0,1,.000,0,0,,2,2,1.000,5,4,9,8,3,0,1,5,2,+6,New Orleans Pelicans,Dallas Mavericks,2024-01-13
3,Josh Green,32:23,3,8,.375,1,3,.333,2,2,1.000,2,4,6,4,0,0,3,2,9,-3,New Orleans Pelicans,Dallas Mavericks,2024-01-13
4,Derrick Jones Jr.,27:56,8,10,.800,3,5,.600,5,5,1.000,0,4,4,1,0,0,1,4,24,-20,New Orleans Pelicans,Dallas Mavericks,2024-01-13
6,Jaden Hardy,23:21,3,8,.375,2,4,.500,0,0,,0,2,2,1,0,0,2,1,8,-13,New Orleans Pelicans,Dallas Mavericks,2024-01-13
7,Grant Williams,14:21,0,2,.000,0,2,.000,0,0,,1,0,1,1,0,1,2,5,0,-16,New Orleans Pelicans,Dallas Mavericks,2024-01-13
8,Seth Curry,11:36,1,3,.333,1,2,.500,0,0,,0,0,0,0,1,0,0,3,3,+1,New Orleans Pelicans,Dallas Mavericks,2024-01-13
9,Maxi Kleber,11:00,1,3,.333,0,2,.000,0,0,,1,1,2,1,1,0,1,0,2,+5,New Orleans Pelicans,Dallas Mavericks,2024-01-13
10,A.J. Lawson,6:05,1,3,.333,0,1,.000,1,1,1.000,0,1,1,1,0,0,1,0,3,+4,New Orleans Pelicans,Dallas Mavericks,2024-01-13
11,Richaun Holmes,0:0,New Orleans Pelicans,Dallas Mavericks,2024-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Markieff Morris,0:0,New Orleans Pelicans,Dallas Mavericks,2024-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Brandon Williams,0:0,New Orleans Pelicans,Dallas Mavericks,2024-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
