,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Bojan Bogdanović,42:34,.670,.654,.577,.077,2.8,15.9,9.6,15.6,1.1,0.0,3.6,26.4,147,137,3.9,Detroit Pistons,Utah Jazz,2024-01-03
1,Cade Cunningham,39:37,.668,.643,.333,.238,0.0,14.2,7.4,43.5,1.2,0.0,20.5,29.7,128,137,0.9,Detroit Pistons,Utah Jazz,2024-01-03
2,Isaiah Livers,36:29,.672,.643,.571,.143,9.9,3.1,6.4,0.0,2.6,0.0,11.8,9.3,136,138,-3.6,Detroit Pistons,Utah Jazz,2024-01-03
3,Jalen Duren,36:11,.924,.857,.000,.714,13.3,18.7,16.1,9.3,0.0,2.1,17.9,12.5,166,138,3.0,Detroit Pistons,Utah Jazz,2024-01-03
4,Jaden Ivey,21:45,.619,.625,.375,.250,0.0,5.2,2.7,10.5,0.0,0.0,18.4,20.1,111,143,-7.8,Detroit Pistons,Utah Jazz,2024-01-03
6,Alec Burks,34:14,.703,.676,.529,.294,0.0,13.2,6.8,3.7,0.0,0.0,9.4,24.9,134,141,-2.4,Detroit Pistons,Utah Jazz,2024-01-03
7,James Wiseman,16:46,.571,.571,.000,.000,35.9,26.9,31.3,0.0,0.0,0.0,30.0,24.0,101,137,-13.0,Detroit Pistons,Utah Jazz,2024-01-03
8,Killian Hayes,13:26,.333,.333,.000,.000,0.0,33.6,17.3,45.5,0.0,5.6,0.0,9.0,152,131,3.3,Detroit Pistons,Utah Jazz,2024-01-03
9,Kevin Knox,12:51,.400,.400,.400,.000,9.4,0.0,4.5,17.3,0.0,0.0,0.0,15.7,123,144,-7.6,Detroit Pistons,Utah Jazz,2024-01-03
10,Ausar Thompson,11:07,.205,.250,.250,.500,21.7,10.1,15.7,9.3,4.3,6.7,0.0,17.7,87,127,-9.2,Detroit Pistons,Utah Jazz,2024-01-03
11,Marvin Bagley III,0:0,Detroit Pistons,Utah Jazz,2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Joe Harris,0:0,Detroit Pistons,Utah Jazz,2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Marcus Sasser,0:0,Detroit Pistons,Utah Jazz,2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
