,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Lauri Markkanen,26:37,4,12,.333,1,4,.250,4,4,1.000,4,5,9,2,0,0,3,2,13,-19,Utah Jazz,Brooklyn Nets,2024-01-29
1,Collin Sexton,23:34,1,10,.100,0,2,.000,4,4,1.000,0,1,1,7,0,0,2,1,6,-5,Utah Jazz,Brooklyn Nets,2024-01-29
2,Simone Fontecchio,22:05,2,9,.222,1,4,.250,0,0,,0,4,4,0,0,1,0,2,5,-11,Utah Jazz,Brooklyn Nets,2024-01-29
3,John Collins,21:19,7,10,.700,0,0,,1,2,.500,3,4,7,0,1,2,0,2,15,-7,Utah Jazz,Brooklyn Nets,2024-01-29
4,Kris Dunn,16:33,3,5,.600,3,3,1.000,0,0,,0,2,2,2,2,0,4,1,9,-7,Utah Jazz,Brooklyn Nets,2024-01-29
6,Keyonte George,26:41,6,11,.545,3,7,.429,6,7,.857,0,4,4,3,0,0,1,1,21,-26,Utah Jazz,Brooklyn Nets,2024-01-29
7,Jordan Clarkson,23:18,5,10,.500,0,4,.000,3,4,.750,0,1,1,1,0,0,4,1,13,-20,Utah Jazz,Brooklyn Nets,2024-01-29
8,Ochai Agbaji,21:23,2,5,.400,0,2,.000,0,0,,0,3,3,2,0,2,0,0,4,-14,Utah Jazz,Brooklyn Nets,2024-01-29
9,Walker Kessler,18:57,4,5,.800,0,0,,3,4,.750,4,3,7,0,0,1,0,1,11,-15,Utah Jazz,Brooklyn Nets,2024-01-29
10,Kelly Olynyk,16:21,1,1,1.000,0,0,,3,4,.750,0,4,4,4,0,0,2,0,5,-8,Utah Jazz,Brooklyn Nets,2024-01-29
11,Talen Horton-Tucker,7:44,2,3,.667,1,1,1.000,0,0,,0,0,0,2,0,0,0,0,5,-11,Utah Jazz,Brooklyn Nets,2024-01-29
12,Luka Šamanić,7:44,1,1,1.000,0,0,,3,4,.750,0,1,1,0,0,1,0,1,5,-11,Utah Jazz,Brooklyn Nets,2024-01-29
13,Omer Yurtseven,7:44,1,4,.250,0,0,,0,1,.000,1,0,1,0,0,0,1,2,2,-11,Utah Jazz,Brooklyn Nets,2024-01-29
