,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Marcus Smart,36:29,5,12,.417,3,7,.429,4,4,1.000,0,3,3,7,0,0,5,3,17,+16,Memphis Grizzlies,Los Angeles Clippers,2023-11-12
1,Bismack Biyombo,35:40,5,6,.833,0,0,,3,7,.429,4,8,12,3,1,2,1,3,13,+20,Memphis Grizzlies,Los Angeles Clippers,2023-11-12
2,Desmond Bane,34:40,10,24,.417,3,11,.273,4,6,.667,1,3,4,6,0,1,4,4,27,+11,Memphis Grizzlies,Los Angeles Clippers,2023-11-12
3,Jaren Jackson Jr.,29:19,3,15,.200,0,3,.000,6,6,1.000,0,4,4,1,1,1,3,4,12,-3,Memphis Grizzlies,Los Angeles Clippers,2023-11-12
4,Jacob Gilyard,23:52,2,6,.333,2,6,.333,0,0,,1,4,5,3,3,0,0,3,6,+3,Memphis Grizzlies,Los Angeles Clippers,2023-11-12
6,Luke Kennard,24:17,4,5,.800,4,5,.800,1,1,1.000,0,1,1,2,1,0,0,1,13,-1,Memphis Grizzlies,Los Angeles Clippers,2023-11-12
7,Santi Aldama,21:10,4,8,.500,1,4,.250,0,0,,0,3,3,2,0,1,2,1,9,-3,Memphis Grizzlies,Los Angeles Clippers,2023-11-12
8,David Roddy,21:02,4,7,.571,0,1,.000,0,0,,4,2,6,0,1,1,0,1,8,-5,Memphis Grizzlies,Los Angeles Clippers,2023-11-12
9,Ziaire Williams,8:36,0,4,.000,0,3,.000,0,0,,1,0,1,1,0,0,0,1,0,-6,Memphis Grizzlies,Los Angeles Clippers,2023-11-12
10,John Konchar,4:55,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,1,2,0,-12,Memphis Grizzlies,Los Angeles Clippers,2023-11-12
11,Kenneth Lofton Jr.,0:0,Memphis Grizzlies,Los Angeles Clippers,2023-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Vince Williams Jr.,0:0,Memphis Grizzlies,Los Angeles Clippers,2023-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
