,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Tyus Jones,30:38,5,12,.417,1,6,.167,0,0,,1,1,2,5,2,0,1,2,11,-20,Toronto Raptors,Washington Wizards,2023-12-27
1,Kyle Kuzma,30:00,6,13,.462,1,5,.200,1,2,.500,2,2,4,7,0,0,5,3,14,-21,Toronto Raptors,Washington Wizards,2023-12-27
2,Daniel Gafford,30:00,5,9,.556,0,0,,2,2,1.000,2,6,8,1,4,1,0,2,12,-21,Toronto Raptors,Washington Wizards,2023-12-27
3,Jordan Poole,27:32,5,12,.417,1,7,.143,3,4,.750,2,2,4,4,0,1,2,1,14,-17,Toronto Raptors,Washington Wizards,2023-12-27
4,Deni Avdija,24:24,5,8,.625,1,1,1.000,1,2,.500,0,2,2,1,2,0,0,1,12,-12,Toronto Raptors,Washington Wizards,2023-12-27
6,Bilal Coulibaly,24:34,4,8,.500,1,4,.250,1,2,.500,0,4,4,2,0,0,1,2,10,-11,Toronto Raptors,Washington Wizards,2023-12-27
7,Corey Kispert,20:40,5,8,.625,2,5,.400,1,1,1.000,1,1,2,2,1,0,2,2,13,-13,Toronto Raptors,Washington Wizards,2023-12-27
8,Landry Shamet,10:44,3,5,.600,1,1,1.000,0,0,,0,0,0,1,0,0,3,0,7,-6,Toronto Raptors,Washington Wizards,2023-12-27
9,Mike Muscala,7:11,0,3,.000,0,0,,0,0,,2,4,6,0,0,0,1,0,0,-2,Toronto Raptors,Washington Wizards,2023-12-27
10,Eugene Omoruyi,6:16,3,4,.750,0,1,.000,1,2,.500,0,1,1,2,2,0,1,2,7,-4,Toronto Raptors,Washington Wizards,2023-12-27
11,Ryan Rollins,6:16,1,3,.333,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-4,Toronto Raptors,Washington Wizards,2023-12-27
12,Patrick Baldwin Jr.,6:16,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,1,0,-4,Toronto Raptors,Washington Wizards,2023-12-27
13,Johnny Davis,6:16,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4,Toronto Raptors,Washington Wizards,2023-12-27
14,Danilo Gallinari,4:40,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-8,Toronto Raptors,Washington Wizards,2023-12-27
15,Anthony Gill,4:33,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0,-3,Toronto Raptors,Washington Wizards,2023-12-27
