,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Tyrese Maxey,42:55,.531,.483,.379,.310,2.4,16.0,9.3,35.6,4.4,0.0,8.3,34.8,113,118,4.1
1,Tobias Harris,41:15,.591,.521,.083,.292,4.9,19.0,12.1,16.8,0.0,1.9,3.6,28.3,127,125,2.0
2,Nicolas Batum,37:28,.615,.625,.500,.500,5.4,5.2,5.3,6.6,0.0,6.2,17.0,6.5,124,127,-4.0
3,De'Anthony Melton,21:18,.635,.571,.571,.286,4.8,9.2,7.0,12.9,0.0,0.0,11.3,17.3,126,130,-1.3
4,Paul Reed,18:57,.533,.500,.125,.125,5.4,41.4,23.7,16.1,2.5,8.2,0.0,18.5,125,108,5.6
5,player,,,,,,,,,,,,,,,,
6,Kelly Oubre Jr.,31:45,.295,.273,.273,.182,0.0,9.3,4.7,8.1,1.5,0.0,7.8,16.9,67,126,-13.6
7,Marcus Morris,25:54,.730,.611,.889,.667,3.9,11.4,7.7,5.4,0.0,0.0,7.9,20.3,144,129,0.8
8,Mo Bamba,14:21,.512,.500,.250,.500,28.4,13.7,20.9,19.1,3.3,16.3,17.0,17.0,124,111,4.9
9,Jaden Springer,13:01,.500,.500,.000,.000,0.0,7.5,3.8,0.0,3.6,0.0,0.0,6.4,103,122,-7.1
10,Patrick Beverley,12:31,.922,.875,.500,.500,8.1,15.7,12.0,25.4,0.0,0.0,17.0,19.5,159,127,7.1
11,KJ Martin,5:32,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7.5,0,132,-21.0
12,Danuel House Jr.,Did Not Play,,,,,,,,,,,,,,,
13,Furkan Korkmaz,Did Not Play,,,,,,,,,,,,,,,
