,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Nikola Jokić,36:22,.668,.667,.250,.208,9.7,34.6,22.3,50.8,1.3,2.2,7.1,32.6,143,112,17.9
1,Aaron Gordon,36:10,.631,.636,.182,.182,16.2,22.1,19.2,19.1,0.0,2.2,14.4,16.1,136,117,1.8
2,Kentavious Caldwell-Pope,32:57,.689,.650,.700,.200,0.0,3.5,1.8,23.3,1.5,0.0,15.5,16.4,133,119,0.2
3,Michael Porter Jr.,28:37,.619,.563,.375,.250,8.2,28.0,18.2,13.4,0.0,0.0,5.3,27.6,131,118,0.7
4,Reggie Jackson,24:17,.394,.313,.500,.250,0.0,4.7,2.4,16.8,0.0,0.0,0.0,15.4,111,122,-9.1
5,player,,,,,,,,,,,,,,,,
6,Julian Strawther,19:07,.781,.808,.692,.077,0.0,12.0,6.1,8.1,0.0,0.0,6.9,31.8,130,121,8.2
7,Peyton Watson,18:40,.667,.667,.000,.000,0.0,18.4,9.3,5.6,5.1,8.6,0.0,6.8,144,101,6.9
8,Christian Braun,17:51,.393,.200,.200,1.200,0.0,0.0,0.0,5.6,0.0,0.0,0.0,18.0,98,123,-13.1
9,Collin Gillespie,16:59,.676,.625,.750,.250,0.0,6.7,3.4,6.2,5.6,0.0,0.0,11.0,146,109,0.7
10,Zeke Nnaji,6:00,,,,,19.5,19.0,19.3,15.7,0.0,13.3,100.0,7.0,92,108,-4.4
11,Braxton Key,0:58,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,123,-9.1
12,Jalen Pickett,0:58,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,300,123,91.3
13,Hunter Tyson,0:58,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,123,-7.1
14,Justin Holiday,Did Not Play,,,,,,,,,,,,,,,
15,DeAndre Jordan,Did Not Play,,,,,,,,,,,,,,,
