,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Rudy Gobert,44:24,3,6,.500,0,0,,6,10,.600,7,9,16,1,1,1,1,5,12,-8,Minnesota Timberwolves,Chicago Bulls,2024-02-06
1,Anthony Edwards,43:33,12,26,.462,5,9,.556,9,11,.818,0,12,12,5,2,1,5,5,38,-4,Minnesota Timberwolves,Chicago Bulls,2024-02-06
2,Jaden McDaniels,39:49,6,11,.545,1,3,.333,0,0,,1,0,1,3,1,0,4,4,13,+1,Minnesota Timberwolves,Chicago Bulls,2024-02-06
3,Karl-Anthony Towns,38:37,11,22,.500,7,16,.438,4,5,.800,1,4,5,3,1,2,2,4,33,+1,Minnesota Timberwolves,Chicago Bulls,2024-02-06
4,Mike Conley,36:23,3,7,.429,3,7,.429,0,0,,0,0,0,8,0,0,0,2,9,-9,Minnesota Timberwolves,Chicago Bulls,2024-02-06
6,Naz Reid,20:12,4,11,.364,2,6,.333,0,0,,0,4,4,2,0,1,0,1,10,+3,Minnesota Timberwolves,Chicago Bulls,2024-02-06
7,Nickeil Alexander-Walker,19:18,1,4,.250,1,3,.333,0,0,,0,1,1,2,1,0,0,2,3,-8,Minnesota Timberwolves,Chicago Bulls,2024-02-06
8,Kyle Anderson,16:03,1,2,.500,0,0,,0,0,,1,1,2,3,0,0,1,1,2,-4,Minnesota Timberwolves,Chicago Bulls,2024-02-06
9,Jordan McLaughlin,6:41,1,3,.333,1,1,1.000,0,0,,0,1,1,1,0,0,0,1,3,-2,Minnesota Timberwolves,Chicago Bulls,2024-02-06
10,Troy Brown Jr.,0:0,Minnesota Timberwolves,Chicago Bulls,2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Leonard Miller,0:0,Minnesota Timberwolves,Chicago Bulls,2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Shake Milton,0:0,Minnesota Timberwolves,Chicago Bulls,2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Josh Minott,0:0,Minnesota Timberwolves,Chicago Bulls,2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Wendell Moore Jr.,0:0,Minnesota Timberwolves,Chicago Bulls,2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
