,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Buddy Hield,44:18,8,15,.533,5,11,.455,1,1,1.000,0,3,3,10,2,0,5,4,22,-8,Miami Heat,Philadelphia76ers,2024-02-14
1,Tyrese Maxey,39:24,12,23,.522,2,7,.286,4,4,1.000,1,5,6,7,0,0,3,2,30,-3,Miami Heat,Philadelphia76ers,2024-02-14
2,Paul Reed,39:08,7,12,.583,1,1,1.000,3,3,1.000,3,9,12,2,0,1,0,3,18,-5,Miami Heat,Philadelphia76ers,2024-02-14
3,Kelly Oubre Jr.,32:40,4,11,.364,0,4,.000,1,2,.500,0,3,3,2,1,0,1,6,9,-8,Miami Heat,Philadelphia76ers,2024-02-14
4,KJ Martin,28:08,4,7,.571,1,2,.500,0,0,,1,4,5,3,0,0,2,1,9,-2,Miami Heat,Philadelphia76ers,2024-02-14
6,Ricky Council IV,22:40,5,10,.500,1,4,.250,2,2,1.000,0,4,4,2,0,0,1,1,13,-2,Miami Heat,Philadelphia76ers,2024-02-14
7,Cameron Payne,21:59,1,7,.143,0,5,.000,0,0,,1,2,3,3,0,0,0,1,2,+3,Miami Heat,Philadelphia76ers,2024-02-14
8,Mo Bamba,8:52,0,0,,0,0,,1,4,.250,0,3,3,0,0,0,2,2,1,0,Miami Heat,Philadelphia76ers,2024-02-14
9,Terquavion Smith,2:50,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,0,Miami Heat,Philadelphia76ers,2024-02-14
10,Nicolas Batum,Did Not Dress,Miami Heat,Philadelphia76ers,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Kenneth Lofton Jr.,0:0,Miami Heat,Philadelphia76ers,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
