,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Keyonte George,14:27,2,6,.333,0,3,.000,1,2,.500,1,2,3,3,0,0,2,1,5,-10
1,John Collins,15:32,1,6,.167,0,1,.000,0,0,,2,2,4,1,0,0,0,2,2,-13
2,Simone Fontecchio,15:32,1,5,.200,0,4,.000,0,0,,0,0,0,3,0,0,0,2,2,-13
3,Omer Yurtseven,11:03,2,3,.667,0,1,.000,1,1,1.000,1,5,6,1,0,0,1,2,5,-2
4,Ochai Agbaji,11:33,2,3,.667,0,0,,0,0,,0,1,1,0,0,0,1,0,4,-4
5,player,,,,,,,,,,,,,,,,,,,,
6,Collin Sexton,13:06,3,5,.600,0,1,.000,5,5,1.000,0,3,3,3,0,0,3,0,11,-8
7,Walker Kessler,12:18,3,3,1.000,0,0,,0,0,,2,2,4,0,0,1,0,0,6,-10
8,Talen Horton-Tucker,9:33,3,4,.750,1,2,.500,1,2,.500,0,0,0,1,1,0,1,2,8,-2
9,Taylor Hendricks,8:28,2,5,.400,1,3,.333,0,0,,1,0,1,0,0,0,0,1,5,+1
10,Luka Šamanić,8:28,1,3,.333,0,2,.000,0,0,,1,2,3,0,0,0,0,0,2,+1
11,Johnny Juzang,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Micah Potter,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Brice Sensabaugh,Did Not Play,,,,,,,,,,,,,,,,,,,
