,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,John Collins,34:10,7,9,.778,3,4,.750,2,2,1.000,2,11,13,2,3,1,1,5,19,+18,Los Angeles Lakers,Utah Jazz,2024-01-13
1,Lauri Markkanen,33:15,8,16,.500,3,6,.500,10,11,.909,2,7,9,5,2,1,0,0,29,+16,Los Angeles Lakers,Utah Jazz,2024-01-13
2,Collin Sexton,27:43,8,13,.615,1,4,.250,10,10,1.000,1,3,4,5,0,0,1,5,27,+18,Los Angeles Lakers,Utah Jazz,2024-01-13
3,Simone Fontecchio,23:34,0,5,.000,0,3,.000,0,0,,2,2,4,4,0,0,1,3,0,+16,Los Angeles Lakers,Utah Jazz,2024-01-13
4,Kris Dunn,16:44,3,4,.750,1,2,.500,0,0,,0,0,0,3,1,0,2,2,7,+6,Los Angeles Lakers,Utah Jazz,2024-01-13
6,Jordan Clarkson,31:27,6,18,.333,1,6,.167,8,8,1.000,2,2,4,4,0,1,2,2,21,-2,Los Angeles Lakers,Utah Jazz,2024-01-13
7,Keyonte George,26:31,5,11,.455,3,9,.333,6,6,1.000,0,3,3,3,1,0,1,0,19,-6,Los Angeles Lakers,Utah Jazz,2024-01-13
8,Ochai Agbaji,18:06,1,5,.200,0,2,.000,0,0,,1,3,4,0,0,1,0,0,2,-9,Los Angeles Lakers,Utah Jazz,2024-01-13
9,Kelly Olynyk,14:58,2,8,.250,0,1,.000,0,0,,1,4,5,2,0,0,2,1,4,-10,Los Angeles Lakers,Utah Jazz,2024-01-13
10,Walker Kessler,13:32,2,4,.500,0,0,,0,2,.000,2,4,6,0,0,1,0,2,4,-12,Los Angeles Lakers,Utah Jazz,2024-01-13
11,Talen Horton-Tucker,0:0,Los Angeles Lakers,Utah Jazz,2024-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Luka Šamanić,0:0,Los Angeles Lakers,Utah Jazz,2024-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Omer Yurtseven,0:0,Los Angeles Lakers,Utah Jazz,2024-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
