,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jordan Clarkson,31:33,.429,.313,.563,.375,0.0,13.5,6.7,49.2,0.0,0.0,5.1,27.1,110,121,-1.3
1,Keyonte George,31:07,.571,.536,.571,.429,3.4,13.7,8.5,16.7,3.2,0.0,10.7,26.1,107,114,2.4
2,John Collins,29:22,.530,.500,.600,.300,3.6,7.3,5.4,0.0,0.0,0.0,8.1,18.3,97,122,-7.6
3,Simone Fontecchio,28:00,.651,.611,.889,.444,0.0,15.2,7.5,11.4,3.6,0.0,0.0,16.7,132,112,4.7
4,Omer Yurtseven,22:08,.717,.625,.500,.500,23.6,24.1,23.8,13.3,0.0,6.6,29.1,13.5,133,112,1.1
5,player,,,,,,,,,,,,,,,,
6,Walker Kessler,25:52,.742,.778,.000,.111,4.0,28.9,16.3,23.2,0.0,5.6,0.0,15.9,152,112,7.7
7,Talen Horton-Tucker,19:13,.265,.222,.333,.111,0.0,16.7,8.2,54.6,0.0,0.0,0.0,21.4,94,120,-8.2
8,Kelly Olynyk,18:38,.725,.000,.000,4.000,0.0,22.9,11.3,27.8,0.0,0.0,0.0,6.4,188,117,-2.8
9,Collin Sexton,17:40,.611,.611,.667,.000,5.9,6.0,6.0,0.0,5.6,0.0,30.8,32.0,73,110,-4.4
10,Ochai Agbaji,16:26,.806,.786,.857,.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,144,124,6.0
11,Kris Dunn,Did Not Play,,,,,,,,,,,,,,,
12,Taylor Hendricks,Did Not Play,,,,,,,,,,,,,,,
13,Luka Šamanić,Did Not Play,,,,,,,,,,,,,,,
14,Brice Sensabaugh,Did Not Play,,,,,,,,,,,,,,,
