,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Chris Paul,36:00,6,14,.429,2,3,.667,1,1,1.000,0,5,5,4,3,1,4,0,15,-9,Minnesota Timberwolves,Golden State Warriors,2023-11-14
1,Dario Šarić,32:12,6,15,.400,3,11,.273,6,6,1.000,1,3,4,4,2,0,2,4,21,-5,Minnesota Timberwolves,Golden State Warriors,2023-11-14
2,Andrew Wiggins,27:37,4,15,.267,1,7,.143,0,0,,2,5,7,0,3,1,4,5,9,+2,Minnesota Timberwolves,Golden State Warriors,2023-11-14
3,Draymond Green,1:43,0,0,,0,0,,0,0,,0,2,2,0,0,0,1,1,0,-2,Minnesota Timberwolves,Golden State Warriors,2023-11-14
4,Klay Thompson,1:43,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-2,Minnesota Timberwolves,Golden State Warriors,2023-11-14
6,Brandin Podziemski,38:57,9,18,.500,3,8,.375,2,2,1.000,1,6,7,5,1,0,3,4,23,+11,Minnesota Timberwolves,Golden State Warriors,2023-11-14
7,Kevon Looney,31:33,1,4,.250,0,0,,0,0,,6,6,12,3,1,0,0,2,2,+2,Minnesota Timberwolves,Golden State Warriors,2023-11-14
8,Jonathan Kuminga,15:58,2,3,.667,0,1,.000,1,2,.500,1,1,2,1,0,0,1,2,5,-1,Minnesota Timberwolves,Golden State Warriors,2023-11-14
9,Gary Payton II,15:39,3,5,.600,1,3,.333,0,0,,1,2,3,2,0,0,0,1,7,-3,Minnesota Timberwolves,Golden State Warriors,2023-11-14
10,Moses Moody,13:42,4,6,.667,1,2,.500,2,2,1.000,1,1,2,2,1,0,0,0,11,-12,Minnesota Timberwolves,Golden State Warriors,2023-11-14
11,Cory Joseph,13:14,2,6,.333,2,3,.667,0,1,.000,0,0,0,4,0,0,2,1,6,+6,Minnesota Timberwolves,Golden State Warriors,2023-11-14
12,Trayce Jackson-Davis,11:40,0,1,.000,0,0,,2,2,1.000,0,2,2,3,0,0,2,2,2,-2,Minnesota Timberwolves,Golden State Warriors,2023-11-14
13,Gui Santos,0:0,Minnesota Timberwolves,Golden State Warriors,2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
