,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Darius Garland,41:23,10,16,.625,3,6,.500,1,1,1.000,0,2,2,8,0,0,5,2,24,+12,Toronto Raptors,Cleveland Cavaliers,2023-11-26
1,Evan Mobley,38:07,5,14,.357,0,1,.000,2,2,1.000,3,11,14,1,0,2,3,3,12,-4,Toronto Raptors,Cleveland Cavaliers,2023-11-26
2,Max Strus,37:06,8,16,.500,4,9,.444,0,0,,1,10,11,5,0,1,2,4,20,-4,Toronto Raptors,Cleveland Cavaliers,2023-11-26
3,Donovan Mitchell,33:46,4,17,.235,0,5,.000,2,3,.667,1,4,5,4,1,0,0,0,10,+1,Toronto Raptors,Cleveland Cavaliers,2023-11-26
4,Jarrett Allen,26:55,9,10,.900,0,0,,0,0,,3,1,4,3,0,2,2,4,18,-13,Toronto Raptors,Cleveland Cavaliers,2023-11-26
6,Georges Niang,23:26,3,9,.333,2,5,.400,0,0,,0,6,6,3,1,0,0,4,8,+13,Toronto Raptors,Cleveland Cavaliers,2023-11-26
7,Caris LeVert,21:49,3,10,.300,1,4,.250,0,0,,0,3,3,1,0,0,0,1,7,+6,Toronto Raptors,Cleveland Cavaliers,2023-11-26
8,Isaac Okoro,9:56,1,3,.333,0,1,.000,0,0,,0,0,0,0,0,0,1,0,2,-3,Toronto Raptors,Cleveland Cavaliers,2023-11-26
9,Tristan Thompson,7:29,2,2,1.000,0,0,,0,0,,4,0,4,4,0,0,1,0,4,+7,Toronto Raptors,Cleveland Cavaliers,2023-11-26
10,Damian Jones,0:0,Toronto Raptors,Cleveland Cavaliers,2023-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Sam Merrill,0:0,Toronto Raptors,Cleveland Cavaliers,2023-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Craig Porter Jr.,0:0,Toronto Raptors,Cleveland Cavaliers,2023-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
