,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Karl-Anthony Towns,31:07,10,17,.588,0,4,.000,5,5,1.000,1,6,7,2,0,0,1,3,25,-14
1,Anthony Edwards,30:31,4,16,.250,1,3,.333,4,4,1.000,1,3,4,4,1,1,1,0,13,-29
2,Rudy Gobert,24:52,2,5,.400,0,0,,0,0,,4,4,8,2,1,2,2,2,4,-25
3,Jaden McDaniels,22:34,6,10,.600,0,3,.000,1,1,1.000,1,1,2,3,2,0,1,4,13,-5
4,Mike Conley,22:23,5,8,.625,1,3,.333,3,3,1.000,1,1,2,3,0,0,0,0,14,-16
5,player,,,,,,,,,,,,,,,,,,,,
6,Shake Milton,22:44,4,8,.500,0,2,.000,0,0,,1,3,4,0,0,0,0,3,8,+6
7,Nickeil Alexander-Walker,22:41,3,6,.500,2,5,.400,0,0,,0,0,0,0,0,1,0,1,8,-5
8,Kyle Anderson,21:27,2,5,.400,0,0,,2,2,1.000,1,1,2,3,2,1,1,0,6,-13
9,Naz Reid,18:48,4,7,.571,1,2,.500,4,4,1.000,2,2,4,0,1,0,0,0,13,-5
10,Troy Brown Jr.,13:49,0,3,.000,0,2,.000,4,4,1.000,1,3,4,1,1,0,0,1,4,+6
11,Luka Garza,4:32,1,4,.250,0,1,.000,3,4,.750,2,0,2,0,0,0,0,0,5,+5
12,Josh Minott,4:32,1,3,.333,0,2,.000,0,1,.000,1,0,1,0,0,0,0,0,2,+5
