,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Donovan Mitchell,31:27,5,11,.455,3,6,.500,2,2,1.000,1,3,4,6,2,1,3,2,15,+6,Cleveland Cavaliers,Toronto Raptors,2024-02-10
1,Jarrett Allen,30:11,9,12,.750,0,1,.000,0,2,.000,6,9,15,2,0,1,1,2,18,+4,Cleveland Cavaliers,Toronto Raptors,2024-02-10
2,Max Strus,29:16,6,11,.545,2,6,.333,0,0,,1,1,2,7,0,0,0,2,14,0,Cleveland Cavaliers,Toronto Raptors,2024-02-10
3,Darius Garland,28:55,4,11,.364,1,5,.200,2,2,1.000,1,2,3,8,1,0,2,0,11,+14,Cleveland Cavaliers,Toronto Raptors,2024-02-10
4,Evan Mobley,27:25,7,13,.538,1,4,.250,2,4,.500,4,7,11,3,0,0,2,3,17,+17,Cleveland Cavaliers,Toronto Raptors,2024-02-10
6,Isaac Okoro,26:48,4,10,.400,1,5,.200,3,3,1.000,0,2,2,4,1,0,0,1,12,+19,Cleveland Cavaliers,Toronto Raptors,2024-02-10
7,Caris LeVert,22:12,6,8,.750,1,2,.500,0,0,,1,4,5,5,0,1,2,2,13,+24,Cleveland Cavaliers,Toronto Raptors,2024-02-10
8,Georges Niang,17:47,5,8,.625,3,5,.600,0,0,,0,1,1,0,0,1,0,4,13,+4,Cleveland Cavaliers,Toronto Raptors,2024-02-10
9,Dean Wade,13:35,0,5,.000,0,4,.000,0,0,,0,4,4,0,1,0,0,2,0,+26,Cleveland Cavaliers,Toronto Raptors,2024-02-10
10,Sam Merrill,9:50,2,3,.667,2,3,.667,0,0,,0,0,0,0,0,0,0,0,6,+3,Cleveland Cavaliers,Toronto Raptors,2024-02-10
11,Damian Jones,2:34,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+3,Cleveland Cavaliers,Toronto Raptors,2024-02-10
12,Ty Jerome,Not With Team,Cleveland Cavaliers,Toronto Raptors,2024-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
