,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Myles Turner,30:45,.551,.500,.333,.200,19.9,20.6,20.3,15.6,0.0,5.5,10.9,24.7,119,103,1.6,Washington Wizards,Indiana Pacers,2024-01-10
1,Obi Toppin,27:59,.750,.750,.600,.000,3.6,19.4,12.0,16.8,0.0,0.0,16.7,17.8,122,107,3.4,Washington Wizards,Indiana Pacers,2024-01-10
2,Bruce Brown,27:13,.606,.500,.182,.455,0.0,29.9,15.9,32.9,1.8,3.1,0.0,20.1,144,98,10.7,Washington Wizards,Indiana Pacers,2024-01-10
3,Andrew Nembhard,26:11,.125,.125,.125,.000,7.8,0.0,3.7,23.4,3.7,0.0,38.5,20.6,46,106,-17.0,Washington Wizards,Indiana Pacers,2024-01-10
4,Aaron Nesmith,24:11,.506,.444,.556,.222,0.0,11.2,6.0,5.7,0.0,0.0,0.0,17.0,114,110,-4.2,Washington Wizards,Indiana Pacers,2024-01-10
6,Bennedict Mathurin,28:22,.484,.308,.077,.615,7.2,16.0,11.8,0.0,1.7,0.0,5.7,25.7,108,105,-6.2,Washington Wizards,Indiana Pacers,2024-01-10
7,T.J. McConnell,21:49,.700,.700,.000,.000,0.0,8.3,4.4,68.8,4.4,0.0,0.0,19.0,159,102,14.3,Washington Wizards,Indiana Pacers,2024-01-10
8,Buddy Hield,18:47,.000,.000,.600,.000,5.4,9.6,7.7,24.9,0.0,0.0,16.7,13.3,48,111,-13.2,Washington Wizards,Indiana Pacers,2024-01-10
9,Jordan Nwora,17:28,.643,.643,.286,.000,0.0,25.9,13.7,0.0,0.0,0.0,0.0,16.6,125,105,-2.9,Washington Wizards,Indiana Pacers,2024-01-10
10,Isaiah Jackson,17:15,.904,1.000,.000,1.500,11.8,5.3,8.3,9.3,2.8,14.6,23.1,20.8,134,96,9.6,Washington Wizards,Indiana Pacers,2024-01-10
11,Kendall Brown,0:0,Washington Wizards,Indiana Pacers,2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,James Johnson,0:0,Washington Wizards,Indiana Pacers,2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Ben Sheppard,0:0,Washington Wizards,Indiana Pacers,2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jalen Smith,Did Not Dress,Washington Wizards,Indiana Pacers,2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Oscar Tshiebwe,0:0,Washington Wizards,Indiana Pacers,2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
