,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jacob Gilyard,36:15,.650,.650,.700,.000,0.0,5.6,2.6,28.0,2.7,0.0,23.1,14.7,112,134,-0.2
1,GG Jackson II,36:14,.375,.375,.417,.000,4.7,14.1,9.0,5.4,2.7,0.0,14.3,31.6,72,130,-8.2
2,David Roddy,32:34,.404,.375,.313,.188,2.6,22.0,11.4,5.6,0.0,0.0,14.8,25.5,77,133,-10.0
3,Luke Kennard,24:35,.688,.688,.625,.000,0.0,8.3,3.8,14.4,0.0,0.0,27.3,18.3,99,139,-5.0
4,Trey Jemison,23:21,.510,.400,.000,.400,7.3,13.1,10.0,0.0,0.0,8.6,33.8,15.6,76,133,-9.9
5,player,,,,,,,,,,,,,,,,
6,Matthew Hurt,30:21,.306,.273,.545,.091,8.5,3.4,6.1,10.5,0.0,3.3,0.0,15.4,88,140,-6.6
7,Tosan Evbuomwan,29:28,.214,.214,.429,.000,20.4,17.3,19.0,14.6,0.0,0.0,12.5,11.1,89,135,-5.2
8,Scotty Pippen Jr.,27:11,.696,.636,.182,.545,3.2,18.8,10.3,28.9,1.8,0.0,18.0,25.1,124,130,5.4
9,Santi Aldama,Did Not Dress,,,,,,,,,,,,,,,
10,John Konchar,Did Not Dress,,,,,,,,,,,,,,,
11,Derrick Rose,Did Not Dress,,,,,,,,,,,,,,,
12,Vince Williams Jr.,Did Not Dress,,,,,,,,,,,,,,,
