,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Nikola Jokić,36:22,15,24,.625,2,6,.333,3,5,.600,3,11,14,12,1,1,2,1,35,+16
1,Aaron Gordon,36:10,7,11,.636,0,2,.000,1,2,.500,5,7,12,6,0,1,2,1,15,+8
2,Kentavious Caldwell-Pope,32:57,5,10,.500,3,7,.429,2,2,1.000,0,1,1,7,1,0,2,4,15,+23
3,Michael Porter Jr.,28:37,8,16,.500,2,6,.333,4,4,1.000,2,7,9,3,0,0,1,2,22,+13
4,Reggie Jackson,24:17,2,8,.250,1,4,.250,2,2,1.000,0,1,1,4,0,0,0,1,7,+16
5,player,,,,,,,,,,,,,,,,,,,,
6,Julian Strawther,19:07,8,13,.615,5,9,.556,0,1,.000,0,2,2,1,0,0,1,1,21,-7
7,Peyton Watson,18:40,2,3,.667,0,0,,0,0,,0,3,3,1,2,2,0,0,4,+15
8,Christian Braun,17:51,1,5,.200,0,1,.000,4,6,.667,0,0,0,1,0,0,0,1,6,+4
9,Collin Gillespie,16:59,2,4,.500,1,3,.333,1,1,1.000,0,1,1,1,2,0,0,3,6,-1
10,Zeke Nnaji,6:00,0,0,,0,0,,0,0,,1,1,2,1,0,1,1,2,0,-6
11,Jalen Pickett,0:58,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,+3
12,Braxton Key,0:58,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3
13,Hunter Tyson,0:58,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3
14,Justin Holiday,Did Not Play,,,,,,,,,,,,,,,,,,,
15,DeAndre Jordan,Did Not Play,,,,,,,,,,,,,,,,,,,
