,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Tyrese Haliburton,34:43,5,17,.294,2,9,.222,5,5,1.000,1,5,6,7,5,0,4,1,17,-14
1,Aaron Nesmith,31:53,3,13,.231,0,7,.000,2,2,1.000,1,3,4,0,3,1,0,2,8,-5
2,Buddy Hield,30:36,6,16,.375,3,10,.300,0,0,,0,2,2,3,0,0,0,3,15,-5
3,Myles Turner,29:52,5,11,.455,0,5,.000,2,4,.500,3,4,7,2,0,0,0,3,12,-11
4,Jalen Smith,25:49,2,6,.333,1,4,.250,2,2,1.000,1,6,7,2,0,0,0,2,7,-7
5,player,,,,,,,,,,,,,,,,,,,,
6,Bennedict Mathurin,35:24,7,14,.500,0,3,.000,6,9,.667,2,2,4,2,2,1,2,2,20,-21
7,Obi Toppin,23:11,4,8,.500,2,4,.500,0,0,,1,2,3,1,0,0,0,1,10,-8
8,T.J. McConnell,12:11,3,3,1.000,0,0,,0,0,,0,1,1,5,2,0,3,0,6,-3
9,Isaiah Jackson,9:00,2,3,.667,0,0,,0,0,,1,2,3,0,0,0,0,4,4,-8
10,Ben Sheppard,2:57,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-3
11,Oscar Tshiebwe,1:06,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,0
12,Kendall Brown,1:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
13,Jordan Nwora,1:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
14,Jarace Walker,1:06,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0
15,James Johnson,Did Not Play,,,,,,,,,,,,,,,,,,,
