,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Donovan Mitchell,33:23,.602,.605,.474,.211,0.0,12.8,6.3,37.8,0.0,0.0,16.2,33.0,109,109,1.0,Cleveland Cavaliers,Memphis Grizzlies,2024-02-01
1,Max Strus,28:33,.619,.625,.500,.250,14.6,22.4,18.5,19.6,1.7,0.0,0.0,13.8,151,103,8.3,Cleveland Cavaliers,Memphis Grizzlies,2024-02-01
2,Dean Wade,27:50,.600,.600,1.000,.000,0.0,19.2,9.5,4.6,3.5,6.6,0.0,8.0,125,94,5.9,Cleveland Cavaliers,Memphis Grizzlies,2024-02-01
3,Darius Garland,24:06,.450,.450,.300,.000,0.0,8.9,4.4,42.2,2.0,0.0,23.1,24.0,93,105,-3.6,Cleveland Cavaliers,Memphis Grizzlies,2024-02-01
4,Jarrett Allen,21:09,.474,.462,.000,.308,9.9,35.3,22.4,16.6,0.0,13.1,11.9,35.2,95,94,0.5,Cleveland Cavaliers,Memphis Grizzlies,2024-02-01
6,Caris LeVert,29:02,.680,.650,.400,.400,0.0,3.7,1.8,16.0,3.4,0.0,14.5,21.1,120,103,3.3,Cleveland Cavaliers,Memphis Grizzlies,2024-02-01
7,Georges Niang,22:26,.357,.357,.571,.000,4.7,19.0,11.8,0.0,0.0,0.0,0.0,13.9,83,108,-10.9,Cleveland Cavaliers,Memphis Grizzlies,2024-02-01
8,Isaac Okoro,21:02,.676,.625,.250,.250,5.0,15.2,10.0,0.0,0.0,0.0,18.4,11.5,113,109,-5.1,Cleveland Cavaliers,Memphis Grizzlies,2024-02-01
9,Sam Merrill,17:38,.750,.750,.833,.000,0.0,12.1,6.0,8.3,0.0,0.0,0.0,15.1,146,109,4.3,Cleveland Cavaliers,Memphis Grizzlies,2024-02-01
10,Damian Jones,14:51,.658,.500,.000,.750,14.1,28.7,21.3,9.4,0.0,18.6,27.3,21.9,112,91,3.4,Cleveland Cavaliers,Memphis Grizzlies,2024-02-01
11,Craig Porter Jr.,0:0,Cleveland Cavaliers,Memphis Grizzlies,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Tristan Thompson,Not With Team,Cleveland Cavaliers,Memphis Grizzlies,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
