,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Cam Thomas,36:29,.678,.635,.423,.308,2.9,5.2,4.1,21.5,1.3,0.0,9.2,37.2,131,124,3.7,Brooklyn Nets,Philadelphia76ers,2024-02-03
1,Cameron Johnson,32:53,.523,.500,.750,.083,6.3,14.3,10.5,10.5,2.9,2.2,19.4,19.6,101,116,-3.2,Brooklyn Nets,Philadelphia76ers,2024-02-03
2,Mikal Bridges,32:15,.632,.594,.750,.313,3.2,5.8,4.6,15.4,0.0,0.0,5.2,24.8,133,127,0.4,Brooklyn Nets,Philadelphia76ers,2024-02-03
3,Spencer Dinwiddie,25:43,.300,.300,1.000,.000,0.0,11.0,5.8,23.8,0.0,0.0,0.0,8.1,125,125,-8.6,Brooklyn Nets,Philadelphia76ers,2024-02-03
4,Nic Claxton,25:36,.904,1.000,.000,1.500,12.2,44.1,29.0,18.1,0.0,11.2,13.1,12.4,176,106,13.3,Brooklyn Nets,Philadelphia76ers,2024-02-03
6,Lonnie Walker IV,30:09,.608,.594,.500,.063,3.5,3.1,3.3,13.2,0.0,0.0,0.0,22.7,135,127,-2.9,Brooklyn Nets,Philadelphia76ers,2024-02-03
7,Royce O'Neale,26:16,.800,.800,.800,.000,4.0,10.7,7.5,8.4,0.0,0.0,16.7,9.5,140,125,-2.8,Brooklyn Nets,Philadelphia76ers,2024-02-03
8,Ben Simmons,13:39,,,,,7.6,55.2,32.6,35.9,0.0,0.0,100.0,3.1,154,112,0.4,Brooklyn Nets,Philadelphia76ers,2024-02-03
9,Trendon Watford,8:38,.900,.900,.200,.000,12.1,21.8,17.2,20.8,0.0,0.0,0.0,24.1,182,122,17.7,Brooklyn Nets,Philadelphia76ers,2024-02-03
10,Harry Giles,8:22,.581,.583,.167,.333,24.9,22.5,23.7,36.1,0.0,0.0,0.0,34.3,144,121,4.3,Brooklyn Nets,Philadelphia76ers,2024-02-03
11,Dorian Finney-Smith,Did Not Dress,Brooklyn Nets,Philadelphia76ers,2024-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Dennis Smith Jr.,Did Not Dress,Brooklyn Nets,Philadelphia76ers,2024-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
