,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Bilal Coulibaly,27:51,4,12,.333,1,6,.167,0,0,,2,3,5,1,1,2,1,0,9,-5
1,Tyus Jones,26:32,5,9,.556,1,4,.250,0,0,,0,3,3,7,1,0,2,0,11,-31
2,Kyle Kuzma,26:20,9,15,.600,3,6,.500,0,0,,0,5,5,4,0,0,2,0,21,-24
3,Jordan Poole,25:16,5,11,.455,1,5,.200,0,0,,2,1,3,2,3,1,3,3,11,-29
4,Deni Avdija,22:13,4,10,.400,1,3,.333,2,2,1.000,2,5,7,1,1,0,0,4,11,-26
5,player,,,,,,,,,,,,,,,,,,,,
6,Corey Kispert,23:35,3,6,.500,3,6,.500,0,2,.000,0,2,2,0,0,0,2,1,9,-13
7,Danilo Gallinari,16:11,1,5,.200,0,2,.000,1,2,.500,0,2,2,2,1,0,1,0,3,-14
8,Johnny Davis,15:46,2,4,.500,0,0,,1,2,.500,1,1,2,0,0,0,2,2,5,+8
9,Eugene Omoruyi,12:00,5,5,1.000,1,1,1.000,3,4,.750,3,3,6,1,1,1,0,0,14,+14
10,Ryan Rollins,12:00,0,2,.000,0,0,,7,8,.875,1,0,1,3,4,0,1,1,7,+14
11,Delon Wright,11:30,0,2,.000,0,0,,1,2,.500,0,2,2,2,0,0,0,0,1,-6
12,Anthony Gill,9:44,1,3,.333,0,0,,3,4,.750,0,2,2,1,0,0,0,2,5,+9
13,Patrick Baldwin Jr.,5:31,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,+4
14,Jared Butler,5:31,0,2,.000,0,2,.000,0,0,,0,0,0,1,0,0,1,0,0,+4
15,Mike Muscala,Did Not Play,,,,,,,,,,,,,,,,,,,
