,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Nikola Jokić,37:01,.780,.763,.211,.105,6.2,37.5,21.1,47.8,0.0,2.0,4.8,25.7,164,115,20.4,Denver Nuggets,Indiana Pacers,2024-01-23
1,Jamal Murray,36:47,.582,.521,.375,.250,6.2,20.6,13.0,30.8,0.0,0.0,10.1,36.7,122,119,3.7,Denver Nuggets,Indiana Pacers,2024-01-23
2,Kentavious Caldwell-Pope,34:46,.543,.500,.500,.167,6.6,10.9,8.6,0.0,1.5,0.0,7.2,18.2,113,118,-5.4,Denver Nuggets,Indiana Pacers,2024-01-23
3,Aaron Gordon,32:16,.712,.600,.200,.600,0.0,3.9,1.9,3.8,0.0,4.5,0.0,8.9,156,118,-2.4,Denver Nuggets,Indiana Pacers,2024-01-23
4,Michael Porter Jr.,30:39,.278,.278,.556,.000,0.0,16.5,7.8,3.8,0.0,2.4,0.0,13.4,70,118,-10.2,Denver Nuggets,Indiana Pacers,2024-01-23
6,Reggie Jackson,24:27,.591,.591,.364,.000,0.0,10.3,4.9,12.2,4.2,3.0,15.4,24.2,105,109,0.1,Denver Nuggets,Indiana Pacers,2024-01-23
7,Peyton Watson,18:39,.717,.625,.500,.500,0.0,13.5,6.4,0.0,2.7,7.8,29.1,16.8,99,107,0.6,Denver Nuggets,Indiana Pacers,2024-01-23
8,Christian Braun,14:41,.333,.333,.667,.000,23.4,8.6,16.3,0.0,3.5,5.0,0.0,9.3,121,109,0.5,Denver Nuggets,Indiana Pacers,2024-01-23
9,DeAndre Jordan,10:44,.532,1.000,.000,2.000,21.3,11.8,16.8,11.3,0.0,6.8,34.7,12.2,103,114,-5.0,Denver Nuggets,Indiana Pacers,2024-01-23
10,Justin Holiday,0:0,Denver Nuggets,Indiana Pacers,2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jay Huff,0:0,Denver Nuggets,Indiana Pacers,2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Zeke Nnaji,0:0,Denver Nuggets,Indiana Pacers,2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jalen Pickett,0:0,Denver Nuggets,Indiana Pacers,2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Hunter Tyson,0:0,Denver Nuggets,Indiana Pacers,2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
