,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jaden Hardy,32:29,.679,.679,.500,.000,7.0,19.9,14.1,30.1,1.4,0.0,22.2,22.2,126,98,3.2
1,Kyrie Irving,28:54,.651,.639,.389,.056,0.0,28.7,15.9,21.1,3.1,6.0,5.1,27.0,133,87,9.9
2,Dwight Powell,25:44,.521,.500,.000,1.000,8.9,25.1,17.9,10.7,1.7,3.4,25.8,12.1,108,93,-2.0
3,Josh Green,25:19,.875,.875,.000,.000,9.0,10.9,10.1,22.2,1.7,0.0,11.1,14.3,169,100,7.7
4,Derrick Jones Jr.,20:29,1.000,1.000,.500,.000,0.0,13.5,7.5,0.0,6.5,0.0,33.3,17.6,105,87,2.0
5,player,,,,,,,,,,,,,,,,
6,Tim Hardaway Jr.,26:36,.658,.679,.500,.071,0.0,6.9,3.8,17.4,1.7,3.3,12.2,24.8,120,98,1.0
7,A.J. Lawson,24:52,.658,.563,.500,.750,4.6,14.8,10.3,8.0,3.6,0.0,15.8,20.4,123,94,-3.2
8,Seth Curry,20:02,.500,.500,.444,.000,5.7,4.6,5.1,5.2,0.0,0.0,0.0,18.0,114,105,-9.0
9,Olivier-Maxence Prosper,13:47,.571,.571,.429,.000,8.3,33.5,22.2,22.9,0.0,0.0,0.0,20.4,140,97,2.7
10,Greg Brown III,11:52,.700,.700,.400,.000,9.6,7.8,8.6,9.2,0.0,22.1,16.7,20.3,123,89,4.6
11,Brandon Williams,9:54,.810,.833,.333,1.000,0.0,0.0,0.0,20.9,0.0,8.8,18.8,21.6,139,101,7.0
