,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Paolo Banchero,34:02,.691,.667,.267,.467,2.9,20.1,10.8,42.3,1.4,2.6,18.1,25.0,131,101,13.5,Los Angeles Lakers,Orlando Magic,2023-11-04
1,Franz Wagner,32:43,.450,.446,.107,.071,6.0,10.5,8.1,10.3,1.5,2.7,3.3,35.3,105,104,-0.7,Los Angeles Lakers,Orlando Magic,2023-11-04
2,Anthony Black,30:02,.854,.833,.500,.167,3.3,11.4,7.0,8.1,1.6,0.0,0.0,8.3,186,105,5.4,Los Angeles Lakers,Orlando Magic,2023-11-04
3,Jalen Suggs,27:25,.393,.364,.182,.091,3.6,20.8,11.5,22.4,1.8,3.2,14.9,18.9,97,100,-1.6,Los Angeles Lakers,Orlando Magic,2023-11-04
4,Goga Bitadze,25:56,.644,.500,.167,.667,15.1,26.4,20.3,9.2,0.0,17.1,0.0,11.5,165,93,9.4,Los Angeles Lakers,Orlando Magic,2023-11-04
6,Joe Ingles,24:37,.543,.500,.833,.167,0.0,13.9,6.4,13.9,2.0,0.0,23.7,13.2,103,103,-3.0,Los Angeles Lakers,Orlando Magic,2023-11-04
7,Cole Anthony,23:03,.678,.611,.556,.333,12.7,9.9,11.4,5.5,0.0,0.0,22.5,22.3,118,109,0.9,Los Angeles Lakers,Orlando Magic,2023-11-04
8,Moritz Wagner,18:59,.650,.650,.300,.000,25.8,18.1,22.2,16.4,2.6,0.0,16.7,24.4,126,101,4.7,Los Angeles Lakers,Orlando Magic,2023-11-04
9,Jonathan Isaac,10:53,.000,.000,.667,.000,0.0,0.0,0.0,0.0,0.0,8.2,25.0,14.2,0,106,-22.1,Los Angeles Lakers,Orlando Magic,2023-11-04
10,Caleb Houstan,3:05,,,,,0.0,37.1,17.1,33.8,0.0,0.0,,0.0,226,102,7.6,Los Angeles Lakers,Orlando Magic,2023-11-04
11,Jett Howard,3:05,.000,.000,.500,.000,31.8,0.0,17.1,0.0,0.0,0.0,0.0,25.0,38,112,-26.2,Los Angeles Lakers,Orlando Magic,2023-11-04
12,Chuma Okeke,3:05,.000,.000,1.000,.000,31.8,0.0,17.1,33.8,0.0,0.0,0.0,12.5,101,112,-0.4,Los Angeles Lakers,Orlando Magic,2023-11-04
13,Admiral Schofield,3:05,.625,.625,.750,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1,130,112,14.7,Los Angeles Lakers,Orlando Magic,2023-11-04
