,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Fred VanVleet,40:52,7,14,.500,5,9,.556,0,0,,1,7,8,10,1,1,2,0,19,-14
1,Alperen Şengün,34:17,8,18,.444,2,5,.400,5,7,.714,2,6,8,4,1,0,6,4,23,-17
2,Jalen Green,33:26,5,16,.313,1,6,.167,9,10,.900,0,4,4,5,0,1,4,3,20,-10
3,Jabari Smith Jr.,32:43,4,12,.333,1,4,.250,0,0,,2,5,7,0,1,1,0,5,9,-3
4,Dillon Brooks,30:40,2,6,.333,0,2,.000,0,1,.000,1,3,4,1,1,0,0,6,4,-16
5,player,,,,,,,,,,,,,,,,,,,,
6,Tari Eason,19:47,6,9,.667,0,1,.000,0,2,.000,2,4,6,0,1,2,1,3,12,+11
7,Aaron Holiday,17:32,2,3,.667,1,2,.500,0,0,,0,1,1,2,1,0,0,2,5,+9
8,Jeff Green,14:30,0,3,.000,0,1,.000,0,0,,1,1,2,2,0,0,1,0,0,+4
9,Jae'Sean Tate,8:56,3,5,.600,0,1,.000,0,0,,3,1,4,0,0,0,1,5,6,-9
10,Jock Landale,7:13,1,2,.500,0,0,,0,0,,0,3,3,0,0,0,1,0,2,+15
11,Reggie Bullock,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Nate Hinton,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Boban Marjanović,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Jermaine Samuels,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Cam Whitmore,Did Not Play,,,,,,,,,,,,,,,,,,,
