,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Desmond Bane,5:00,0,2,.000,0,2,.000,1,2,.500,0,1,1,1,0,0,0,2,1,+1
1,Ja Morant,5:00,2,2,1.000,0,0,,1,2,.500,0,1,1,0,0,0,0,0,5,+1
2,Jaren Jackson Jr.,5:00,2,2,1.000,0,0,,0,0,,0,2,2,0,0,0,0,2,4,+1
3,Marcus Smart,5:00,1,1,1.000,0,0,,1,1,1.000,0,0,0,1,1,0,0,2,3,+1
4,Bismack Biyombo, ,,,,,,,,,,,,,,,,,,,
5,player,,,,,,,,,,,,,,,,,,,,
6,Xavier Tillman Sr.,4:56,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
7,Vince Williams Jr.,0:04,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3
8,David Roddy, ,,,,,,,,,,,,,,,,,,,
9,Ziaire Williams, ,,,,,,,,,,,,,,,,,,,
10,Santi Aldama, ,,,,,,,,,,,,,,,,,,,
11,Jacob Gilyard,Did Not Play,,,,,,,,,,,,,,,,,,,
12,John Konchar,Did Not Play,,,,,,,,,,,,,,,,,,,
