,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Mikal Bridges,39:51,.606,.625,.750,.188,2.9,8.6,5.2,6.2,1.2,0.0,10.4,21.0,110,142,-3.6
1,Cam Thomas,33:12,.629,.605,.211,.105,7.1,0.0,4.2,18.6,2.9,0.0,9.1,28.6,123,140,1.5
2,Nic Claxton,30:16,.500,.500,.000,.000,3.9,45.3,20.7,16.9,1.6,0.0,7.7,18.6,109,136,-3.3
3,Spencer Dinwiddie,29:36,.707,.700,.400,.300,0.0,11.6,4.7,21.8,0.0,0.0,0.0,16.6,154,145,1.3
4,Cameron Johnson,29:28,.676,.625,.583,.250,0.0,11.6,4.7,4.4,3.3,3.2,18.4,24.0,107,135,-1.5
5,player,,,,,,,,,,,,,,,,
6,Lonnie Walker IV,30:35,.563,.531,.500,.125,3.8,11.2,6.8,30.5,6.4,0.0,10.6,26.8,118,130,5.6
7,Royce O'Neale,20:31,.500,.500,1.000,.000,0.0,8.4,3.4,5.2,0.0,0.0,0.0,6.3,114,144,-11.6
8,Dennis Smith Jr.,18:36,.400,.400,.200,.000,18.9,18.4,18.7,12.3,2.6,0.0,0.0,11.7,126,137,-4.2
9,Trendon Watford,5:38,1.000,1.000,.000,.000,0.0,0.0,0.0,44.3,0.0,0.0,0.0,7.7,214,146,7.8
10,Harry Giles,2:17,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,19.0,0,145,-39.3
11,Dorian Finney-Smith,Did Not Dress,,,,,,,,,,,,,,,
12,Day'Ron Sharpe,Did Not Dress,,,,,,,,,,,,,,,
