,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Bojan Bogdanović,38:53,.566,.553,.474,.158,0.0,8.6,3.9,8.5,0.0,0.0,16.4,25.6,100,122,-7.5
1,Cade Cunningham,36:32,.807,.786,.190,.476,2.6,24.4,12.6,32.4,1.3,2.2,10.6,31.9,150,115,17.8
2,Isaiah Stewart,35:43,.400,.357,.286,.571,10.5,21.9,15.7,14.4,0.0,0.0,0.0,10.1,123,121,-1.7
3,Jalen Duren,33:21,.545,.545,.000,.000,14.1,33.5,23.0,18.4,1.4,2.4,8.3,14.8,128,114,3.0
4,Jaden Ivey,28:13,.307,.250,.167,.500,6.7,4.0,5.4,19.5,5.1,2.8,6.4,22.7,85,109,-4.5
5,player,,,,,,,,,,,,,,,,
6,Alec Burks,25:30,.550,.455,.545,.545,3.7,17.5,10.0,0.0,0.0,0.0,12.8,25.1,106,122,-5.2
7,James Wiseman,12:06,.000,.000,.000,.000,15.6,0.0,8.4,0.0,0.0,0.0,33.3,10.2,43,123,-20.2
8,Kevin Knox,11:40,.338,.250,.250,.250,8.1,19.1,13.1,0.0,0.0,0.0,18.4,19.1,72,120,-16.0
9,Marcus Sasser,9:31,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0,125,-14.9
10,Ausar Thompson,8:31,.347,.000,.000,1.000,0.0,13.1,6.0,14.1,5.6,9.4,0.0,13.9,102,101,1.7
11,Marvin Bagley III,Did Not Play,,,,,,,,,,,,,,,
12,Joe Harris,Did Not Play,,,,,,,,,,,,,,,
13,Killian Hayes,Did Not Play,,,,,,,,,,,,,,,
14,Isaiah Livers,Did Not Play,,,,,,,,,,,,,,,
