,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Bruce Brown,36:53,3,10,.300,0,3,.000,4,5,.800,0,4,4,5,3,0,0,3,10,+26,Detroit Pistons,Indiana Pacers,2023-11-24
1,Tyrese Haliburton,32:10,9,23,.391,5,13,.385,3,3,1.000,0,2,2,10,0,0,1,0,26,+9,Detroit Pistons,Indiana Pacers,2023-11-24
2,Buddy Hield,28:02,6,11,.545,3,6,.500,3,3,1.000,0,4,4,0,0,0,0,2,18,-7,Detroit Pistons,Indiana Pacers,2023-11-24
3,Myles Turner,26:58,8,14,.571,1,3,.333,6,6,1.000,5,5,10,2,1,5,2,5,23,+23,Detroit Pistons,Indiana Pacers,2023-11-24
4,Obi Toppin,24:19,6,8,.750,3,5,.600,0,0,,1,2,3,2,0,0,0,1,15,+5,Detroit Pistons,Indiana Pacers,2023-11-24
6,Bennedict Mathurin,31:05,6,12,.500,1,2,.500,2,2,1.000,1,1,2,0,1,0,1,4,15,+27,Detroit Pistons,Indiana Pacers,2023-11-24
7,Jalen Smith,21:29,2,3,.667,2,2,1.000,2,2,1.000,1,5,6,0,1,0,1,1,8,0,Detroit Pistons,Indiana Pacers,2023-11-24
8,Andrew Nembhard,19:55,6,13,.462,1,3,.333,0,1,.000,3,0,3,4,1,0,2,1,13,+25,Detroit Pistons,Indiana Pacers,2023-11-24
9,Isaiah Jackson,18:33,3,8,.375,0,1,.000,2,2,1.000,4,2,6,1,0,3,1,4,8,+5,Detroit Pistons,Indiana Pacers,2023-11-24
10,Ben Sheppard,0:35,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2,Detroit Pistons,Indiana Pacers,2023-11-24
11,T.J. McConnell,0:0,Detroit Pistons,Indiana Pacers,2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jordan Nwora,0:0,Detroit Pistons,Indiana Pacers,2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jarace Walker,0:0,Detroit Pistons,Indiana Pacers,2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
