,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Luka Dončić,39:19,.576,.558,.462,.308,0.0,15.6,7.7,34.5,1.3,0.0,9.2,34.6,122,114,8.6,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
1,Kyrie Irving,39:17,.638,.630,.296,.037,12.7,7.8,10.3,23.6,3.9,4.6,9.9,32.4,131,111,18.1,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
2,Derrick Jones Jr.,34:33,.466,.458,.500,.167,14.5,14.8,14.6,3.9,1.5,7.9,7.2,16.8,112,111,1.4,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
3,Josh Green,30:52,.667,.667,.333,.000,0.0,16.5,8.2,3.9,0.0,2.9,0.0,4.1,149,116,-3.6,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
4,Dwight Powell,28:01,.625,.600,.000,1.000,17.8,3.6,10.8,18.1,1.8,0.0,0.0,10.7,164,119,4.3,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
6,Tim Hardaway Jr.,31:37,.432,.385,.615,.154,0.0,12.9,6.4,4.1,0.0,0.0,0.0,18.4,104,119,-6.9,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
7,Grant Williams,20:17,.765,.700,.600,.400,0.0,10.1,5.0,0.0,0.0,8.9,33.8,18.3,96,116,-3.3,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
8,Seth Curry,11:57,.000,.000,.667,.000,0.0,25.6,12.7,0.0,4.2,0.0,25.0,14.0,0,103,-16.3,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
9,Jaden Hardy,4:07,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0,126,-18.0,Minnesota Timberwolves,Dallas Mavericks,2024-01-07
10,Greg Brown III,0:0,Minnesota Timberwolves,Dallas Mavericks,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Richaun Holmes,0:0,Minnesota Timberwolves,Dallas Mavericks,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,A.J. Lawson,0:0,Minnesota Timberwolves,Dallas Mavericks,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Markieff Morris,0:0,Minnesota Timberwolves,Dallas Mavericks,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Olivier-Maxence Prosper,0:0,Minnesota Timberwolves,Dallas Mavericks,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Brandon Williams,0:0,Minnesota Timberwolves,Dallas Mavericks,2024-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
