,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Desmond Bane,33:59,10,20,.500,4,10,.400,2,2,1.000,1,1,2,5,1,1,5,4,26,-11,Memphis Grizzlies,Washington Wizards,2023-10-28
1,Ziaire Williams,33:48,6,14,.429,4,12,.333,0,0,,0,10,10,1,0,0,1,2,16,-1,Memphis Grizzlies,Washington Wizards,2023-10-28
2,Marcus Smart,32:11,4,8,.500,1,5,.200,0,0,,0,4,4,6,2,2,2,2,9,-14,Memphis Grizzlies,Washington Wizards,2023-10-28
3,Jaren Jackson Jr.,31:08,4,12,.333,2,4,.500,6,6,1.000,0,5,5,2,1,1,1,4,16,+5,Memphis Grizzlies,Washington Wizards,2023-10-28
4,Xavier Tillman Sr.,23:44,3,7,.429,2,2,1.000,0,0,,1,6,7,3,0,0,1,4,8,-14,Memphis Grizzlies,Washington Wizards,2023-10-28
6,David Roddy,23:58,5,8,.625,3,4,.750,1,1,1.000,0,6,6,2,0,1,1,3,14,0,Memphis Grizzlies,Washington Wizards,2023-10-28
7,John Konchar,21:57,2,4,.500,1,3,.333,0,0,,3,6,9,1,2,2,1,0,5,+1,Memphis Grizzlies,Washington Wizards,2023-10-28
8,Derrick Rose,18:28,3,8,.375,1,2,.500,0,0,,1,0,1,5,1,1,3,0,7,+9,Memphis Grizzlies,Washington Wizards,2023-10-28
9,Jake LaRavia,15:35,2,9,.222,1,5,.200,0,0,,0,1,1,1,0,0,0,0,5,-11,Memphis Grizzlies,Washington Wizards,2023-10-28
10,Kenneth Lofton Jr.,5:12,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,1,2,0,+1,Memphis Grizzlies,Washington Wizards,2023-10-28
11,Jacob Gilyard,0:0,Memphis Grizzlies,Washington Wizards,2023-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,GG Jackson II,0:0,Memphis Grizzlies,Washington Wizards,2023-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Ja Morant,Player Suspended,Memphis Grizzlies,Washington Wizards,2023-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Vince Williams Jr.,0:0,Memphis Grizzlies,Washington Wizards,2023-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
