,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,DeMar DeRozan,5:00,1,2,.500,0,0,,0,0,,0,1,1,0,1,0,1,0,2,+7
1,Coby White,5:00,1,1,1.000,0,0,,2,2,1.000,0,2,2,0,0,0,0,0,4,+7
2,Alex Caruso,5:00,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,0,1,2,+7
3,Patrick Williams, ,,,,,,,,,,,,,,,,,,,
4,Andre Drummond, ,,,,,,,,,,,,,,,,,,,
5,player,,,,,,,,,,,,,,,,,,,,
6,Zach LaVine,5:00,0,2,.000,0,2,.000,0,0,,0,0,0,1,0,0,0,0,0,+7
7,Nikola Vučević,5:00,2,3,.667,0,0,,0,0,,2,2,4,1,0,0,0,0,4,+7
8,Ayo Dosunmu, ,,,,,,,,,,,,,,,,,,,
9,Dalen Terry, ,,,,,,,,,,,,,,,,,,,
10,Jevon Carter, ,,,,,,,,,,,,,,,,,,,
11,Julian Phillips,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Terry Taylor,Did Not Play,,,,,,,,,,,,,,,,,,,
