,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Isaiah Hartenstein,39:13,4,8,.500,0,0,,0,0,,2,17,19,2,4,2,5,3,8,+26,New York Knicks,Washington Wizards,2024-01-06
1,Julius Randle,37:43,13,23,.565,3,8,.375,10,13,.769,3,4,7,5,1,0,2,2,39,+24,New York Knicks,Washington Wizards,2024-01-06
2,Jalen Brunson,34:56,10,18,.556,4,8,.500,9,9,1.000,0,3,3,8,0,0,2,2,33,+20,New York Knicks,Washington Wizards,2024-01-06
3,OG Anunoby,31:13,4,7,.571,1,3,.333,0,0,,2,3,5,2,1,0,1,3,9,+11,New York Knicks,Washington Wizards,2024-01-06
4,Donte DiVincenzo,26:22,4,10,.400,2,7,.286,0,0,,1,4,5,3,1,0,1,1,10,+3,New York Knicks,Washington Wizards,2024-01-06
6,Josh Hart,32:18,3,8,.375,1,4,.250,2,2,1.000,2,2,4,1,0,0,2,1,9,+24,New York Knicks,Washington Wizards,2024-01-06
7,Quentin Grimes,14:50,2,5,.400,2,4,.500,0,0,,0,1,1,1,1,0,1,1,6,-6,New York Knicks,Washington Wizards,2024-01-06
8,Miles McBride,13:04,2,6,.333,1,2,.500,0,0,,1,0,1,5,1,0,0,2,5,-4,New York Knicks,Washington Wizards,2024-01-06
9,Precious Achiuwa,7:42,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,-8,New York Knicks,Washington Wizards,2024-01-06
10,Jericho Sims,1:51,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-7,New York Knicks,Washington Wizards,2024-01-06
11,Malachi Flynn,0:48,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,New York Knicks,Washington Wizards,2024-01-06
12,Ryan Arcidiacono,0:0,New York Knicks,Washington Wizards,2024-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Evan Fournier,0:0,New York Knicks,Washington Wizards,2024-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Taj Gibson,0:0,New York Knicks,Washington Wizards,2024-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
