,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,CJ McCollum,41:10,6,11,.545,6,9,.667,0,0,,0,3,3,6,1,1,1,2,18,+9
1,Brandon Ingram,37:21,11,18,.611,1,1,1.000,11,12,.917,1,3,4,6,2,0,2,4,34,0
2,Jonas Valančiūnas,32:56,9,12,.750,1,1,1.000,3,3,1.000,4,10,14,1,1,1,2,5,22,+5
3,Herbert Jones,30:21,3,10,.300,1,5,.200,0,0,,0,1,1,2,0,0,1,3,7,0
4,Zion Williamson,24:34,5,12,.417,0,0,,3,4,.750,0,3,3,4,0,0,2,4,13,-13
5,player,,,,,,,,,,,,,,,,,,,,
6,Trey Murphy III,20:59,2,6,.333,0,1,.000,3,3,1.000,0,3,3,0,0,0,1,2,7,-6
7,Naji Marshall,17:23,1,7,.143,1,4,.250,0,0,,1,1,2,1,0,0,1,0,3,-11
8,Dyson Daniels,13:25,1,2,.500,1,2,.500,0,0,,0,1,1,2,0,0,0,1,3,+17
9,Cody Zeller,13:20,1,3,.333,0,0,,2,2,1.000,4,2,6,1,0,1,1,1,4,-2
10,Jose Alvarado,8:27,1,4,.250,0,2,.000,0,0,,1,1,2,0,0,0,0,1,2,-9
11,Jordan Hawkins,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Jeremiah Robinson-Earl,Did Not Play,,,,,,,,,,,,,,,,,,,
