,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Devin Vassell,31:25,9,15,.600,2,4,.500,2,2,1.000,0,4,4,1,2,0,2,3,22,-34
1,Jeremy Sochan,24:12,4,11,.364,1,4,.250,0,0,,0,3,3,5,0,0,1,1,9,-25
2,Victor Wembanyama,23:42,8,16,.500,3,8,.375,2,2,1.000,2,5,7,3,0,1,3,0,21,-23
3,Malaki Branham,22:57,4,9,.444,1,5,.200,2,3,.667,0,1,1,0,0,0,1,0,11,-25
4,Julian Champagnie,18:44,0,2,.000,0,2,.000,0,0,,0,2,2,2,0,0,1,2,0,-26
5,player,,,,,,,,,,,,,,,,,,,,
6,Tre Jones,22:21,4,10,.400,0,5,.000,0,0,,1,3,4,2,0,0,1,3,8,-11
7,Sandro Mamukelashvili,19:44,3,9,.333,1,5,.200,0,0,,2,5,7,4,0,0,0,1,7,-9
8,Blake Wesley,16:35,0,3,.000,0,2,.000,1,2,.500,1,1,2,6,0,0,1,2,1,+1
9,Cedi Osman,16:02,2,4,.500,1,2,.500,0,0,,0,0,0,2,1,0,0,2,5,-14
10,Doug McDermott,15:44,0,3,.000,0,3,.000,0,0,,0,0,0,1,0,0,1,1,0,-10
11,Dominick Barlow,12:34,3,6,.500,1,1,1.000,1,2,.500,2,3,5,1,2,0,0,2,8,+3
12,Devonte' Graham,8:00,3,4,.750,2,2,1.000,1,1,1.000,1,1,2,1,0,0,1,0,9,+4
13,Sidy Cissoko,8:00,0,2,.000,0,2,.000,0,0,,0,2,2,0,1,0,0,0,0,+4
