,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Terry Rozier,39:14,14,22,.636,8,12,.667,6,6,1.000,1,3,4,8,1,0,0,0,42,-1
1,Miles Bridges,37:22,4,16,.250,1,7,.143,2,2,1.000,0,7,7,6,1,0,3,2,11,0
2,Brandon Miller,31:25,7,16,.438,6,10,.600,0,0,,1,0,1,3,1,1,0,4,20,-15
3,Nick Richards,31:01,3,4,.750,0,0,,0,0,,1,1,2,0,0,0,0,4,6,-21
4,Bryce McGowens,21:12,2,4,.500,0,1,.000,0,0,,0,1,1,3,0,0,0,1,4,-2
5,player,,,,,,,,,,,,,,,,,,,,
6,P.J. Washington,27:37,5,12,.417,3,8,.375,0,0,,1,3,4,4,0,1,1,3,13,-7
7,Cody Martin,26:34,5,10,.500,3,4,.750,0,0,,3,1,4,1,2,1,1,1,13,-10
8,Nick Smith Jr.,13:00,4,7,.571,2,4,.500,0,0,,1,1,2,1,0,0,1,1,10,-1
9,Ish Smith,12:35,0,1,.000,0,0,,0,0,,0,1,1,6,0,0,0,1,0,-13
10,James Bouknight,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Nathan Mensah,Did Not Play,,,,,,,,,,,,,,,,,,,
12,JT Thor,Did Not Play,,,,,,,,,,,,,,,,,,,
