,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Shai Gilgeous-Alexander,36:01,12,18,.667,2,5,.400,5,5,1.000,0,5,5,10,1,2,1,0,31,+19,Oklahoma City Thunder,Chicago Bulls,2023-10-25
1,Luguentz Dort,32:35,3,8,.375,2,5,.400,0,0,,0,7,7,2,2,1,2,1,8,+13,Oklahoma City Thunder,Chicago Bulls,2023-10-25
2,Jalen Williams,31:48,5,11,.455,2,6,.333,4,4,1.000,0,3,3,5,1,0,2,3,16,+8,Oklahoma City Thunder,Chicago Bulls,2023-10-25
3,Josh Giddey,31:47,7,14,.500,2,3,.667,0,0,,1,5,6,6,0,0,3,1,16,+19,Oklahoma City Thunder,Chicago Bulls,2023-10-25
4,Chet Holmgren,25:07,4,7,.571,2,3,.667,1,3,.333,0,4,4,3,1,0,1,3,11,+14,Oklahoma City Thunder,Chicago Bulls,2023-10-25
6,Isaiah Joe,21:37,4,8,.500,3,6,.500,3,4,.750,1,4,5,2,1,0,2,2,14,+14,Oklahoma City Thunder,Chicago Bulls,2023-10-25
7,Cason Wallace,19:02,5,5,1.000,3,3,1.000,0,0,,0,2,2,1,0,1,1,3,13,+9,Oklahoma City Thunder,Chicago Bulls,2023-10-25
8,Ousmane Dieng,14:15,3,5,.600,3,5,.600,0,0,,1,1,2,0,0,0,1,1,9,+2,Oklahoma City Thunder,Chicago Bulls,2023-10-25
9,Aaron Wiggins,10:48,1,3,.333,0,1,.000,0,0,,1,2,3,0,0,0,1,2,2,-4,Oklahoma City Thunder,Chicago Bulls,2023-10-25
10,Olivier Sarr,10:30,1,1,1.000,0,0,,2,2,1.000,1,3,4,0,0,0,1,3,4,+6,Oklahoma City Thunder,Chicago Bulls,2023-10-25
11,Lindy Waters III,2:42,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,0,Oklahoma City Thunder,Chicago Bulls,2023-10-25
12,Tre Mann,1:54,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0,Oklahoma City Thunder,Chicago Bulls,2023-10-25
13,Aleksej Pokusevski,1:54,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,0,Oklahoma City Thunder,Chicago Bulls,2023-10-25
14,Dāvis Bertāns,0:0,Oklahoma City Thunder,Chicago Bulls,2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Vasilije Micić,0:0,Oklahoma City Thunder,Chicago Bulls,2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
