,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Trae Young,38:19,.740,.690,.571,.286,0.0,10.9,6.0,46.0,0.0,2.1,17.5,33.5,132,135,9.1
1,Dejounte Murray,36:43,.485,.421,.263,.316,0.0,8.5,4.7,25.7,1.4,2.2,0.0,26.4,114,133,-1.4
2,Saddiq Bey,36:27,.253,.167,.778,.222,3.6,14.3,9.5,0.0,2.7,0.0,16.8,14.6,52,128,-11.2
3,Onyeka Okongwu,32:09,.667,.667,.333,.000,8.1,6.5,7.2,4.9,0.0,2.5,7.7,18.1,128,136,-2.1
4,De'Andre Hunter,26:11,.934,.857,.286,.857,0.0,8.0,4.4,0.0,1.9,0.0,0.0,16.5,190,133,8.5
5,player,,,,,,,,,,,,,,,,
6,Wesley Matthews,20:27,.500,.500,.500,.000,0.0,10.2,5.7,6.1,0.0,0.0,0.0,4.4,120,136,-6.9
7,Bruno Fernando,15:50,.707,.714,.000,.714,16.4,39.5,29.2,11.7,0.0,5.1,0.0,26.1,153,120,8.8
8,Garrison Mathews,14:00,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,9.6,153,141,-1.3
9,Patty Mills,12:34,.375,.375,.750,.000,0.0,16.6,9.2,20.5,0.0,0.0,20.0,17.8,80,133,-10.7
10,Trent Forrest,7:18,.000,.000,.000,.000,17.8,28.6,23.8,0.0,6.8,0.0,33.3,18.4,30,112,-12.9
11,Bogdan Bogdanović,Did Not Dress,,,,,,,,,,,,,,,
12,Seth Lundy,Did Not Play,,,,,,,,,,,,,,,
