,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,DeMar DeRozan,36:53,11,19,.579,2,3,.667,5,5,1.000,1,0,1,1,0,4,0,1,29,+12,Detroit Pistons,Chicago Bulls,2023-11-12
1,Zach LaVine,34:17,6,14,.429,1,6,.167,6,6,1.000,0,3,3,2,1,0,0,1,19,+1,Detroit Pistons,Chicago Bulls,2023-11-12
2,Nikola Vučević,33:11,8,17,.471,3,7,.429,2,2,1.000,2,10,12,4,2,1,1,2,21,+6,Detroit Pistons,Chicago Bulls,2023-11-12
3,Coby White,31:51,6,14,.429,3,6,.500,1,2,.500,0,0,0,7,2,0,1,6,16,+4,Detroit Pistons,Chicago Bulls,2023-11-12
4,Torrey Craig,30:50,1,6,.167,1,4,.250,0,0,,3,7,10,2,1,0,0,3,3,+12,Detroit Pistons,Chicago Bulls,2023-11-12
6,Ayo Dosunmu,26:38,6,7,.857,0,1,.000,1,2,.500,0,1,1,3,3,0,0,3,13,+19,Detroit Pistons,Chicago Bulls,2023-11-12
7,Patrick Williams,19:10,0,2,.000,0,1,.000,4,6,.667,0,0,0,0,1,1,1,1,4,-4,Detroit Pistons,Chicago Bulls,2023-11-12
8,Andre Drummond,14:49,5,8,.625,0,0,,1,2,.500,5,8,13,1,2,0,1,2,11,+5,Detroit Pistons,Chicago Bulls,2023-11-12
9,Jevon Carter,12:20,1,4,.250,1,2,.500,0,0,,0,0,0,2,0,0,2,2,3,0,Detroit Pistons,Chicago Bulls,2023-11-12
10,Julian Phillips,0:0,Detroit Pistons,Chicago Bulls,2023-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Terry Taylor,0:0,Detroit Pistons,Chicago Bulls,2023-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
