,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Xavier Tillman Sr.,34:03,5,9,.556,1,3,.333,2,4,.500,2,6,8,2,3,2,5,5,13,-5,Denver Nuggets,Memphis Grizzlies,2023-10-27
1,Desmond Bane,31:47,4,17,.235,1,10,.100,6,6,1.000,1,2,3,3,2,0,2,3,15,-8,Denver Nuggets,Memphis Grizzlies,2023-10-27
2,Ziaire Williams,31:05,3,10,.300,0,3,.000,5,5,1.000,2,7,9,3,0,0,4,0,11,0,Denver Nuggets,Memphis Grizzlies,2023-10-27
3,Marcus Smart,30:50,7,13,.538,3,7,.429,3,3,1.000,1,1,2,5,5,0,2,3,20,-6,Denver Nuggets,Memphis Grizzlies,2023-10-27
4,Jaren Jackson Jr.,28:27,9,13,.692,2,2,1.000,1,2,.500,2,7,9,2,0,3,0,5,21,-1,Denver Nuggets,Memphis Grizzlies,2023-10-27
6,John Konchar,30:21,1,2,.500,0,1,.000,0,0,,0,6,6,2,1,2,0,1,2,+3,Denver Nuggets,Memphis Grizzlies,2023-10-27
7,Derrick Rose,21:54,6,14,.429,2,3,.667,2,2,1.000,2,2,4,3,1,0,3,2,16,-1,Denver Nuggets,Memphis Grizzlies,2023-10-27
8,Jake LaRavia,16:09,2,3,.667,1,2,.500,1,2,.500,3,2,5,0,0,0,2,1,6,+6,Denver Nuggets,Memphis Grizzlies,2023-10-27
9,David Roddy,15:24,0,4,.000,0,2,.000,0,0,,0,2,2,2,1,0,2,3,0,-8,Denver Nuggets,Memphis Grizzlies,2023-10-27
10,Jacob Gilyard,0:0,Denver Nuggets,Memphis Grizzlies,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,GG Jackson II,0:0,Denver Nuggets,Memphis Grizzlies,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Kenneth Lofton Jr.,0:0,Denver Nuggets,Memphis Grizzlies,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Ja Morant,Not With Team,Denver Nuggets,Memphis Grizzlies,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Vince Williams Jr.,0:0,Denver Nuggets,Memphis Grizzlies,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
