,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Bojan Bogdanović,5:00,1,4,.250,0,3,.000,0,0,,0,1,1,1,0,0,0,2,2,-6
1,Cade Cunningham,5:00,2,2,1.000,1,1,1.000,0,0,,1,0,1,0,0,0,1,1,5,-6
2,Jalen Duren,5:00,0,0,,0,0,,2,2,1.000,1,1,2,0,0,0,0,0,2,-6
3,Jaden Ivey,2:47,2,3,.667,1,2,.500,0,0,,0,0,0,0,0,0,0,2,5,-1
4,Kevin Knox, ,,,,,,,,,,,,,,,,,,,
5,player,,,,,,,,,,,,,,,,,,,,
6,Alec Burks,5:00,0,2,.000,0,2,.000,0,0,,1,0,1,0,0,0,0,1,0,-6
7,Isaiah Livers,2:13,0,0,,0,0,,0,2,.000,0,0,0,0,0,0,0,0,0,-5
8,James Wiseman, ,,,,,,,,,,,,,,,,,,,
9,Ausar Thompson, ,,,,,,,,,,,,,,,,,,,
10,Killian Hayes, ,,,,,,,,,,,,,,,,,,,
11,Marvin Bagley III,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Joe Harris,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Marcus Sasser,Did Not Play,,,,,,,,,,,,,,,,,,,
