,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Joel Embiid,31:17,11,20,.550,2,4,.500,7,10,.700,1,6,7,3,0,0,2,1,31,-20
1,Tyrese Maxey,28:30,7,17,.412,1,8,.125,7,7,1.000,0,1,1,2,0,1,1,2,22,-29
2,Nicolas Batum,21:30,4,5,.800,2,3,.667,0,0,,0,3,3,1,0,0,1,2,10,-14
3,Kelly Oubre Jr.,21:30,2,5,.400,0,2,.000,0,1,.000,1,1,2,2,1,3,0,4,4,-14
4,Patrick Beverley,19:03,1,6,.167,0,3,.000,2,3,.667,0,3,3,5,0,1,2,3,4,-15
5,player,,,,,,,,,,,,,,,,,,,,
6,KJ Martin,30:51,4,6,.667,0,1,.000,3,6,.500,1,2,3,2,2,0,2,4,11,+4
7,Danuel House Jr.,18:52,4,6,.667,0,0,,2,3,.667,1,1,2,1,2,1,2,2,10,-7
8,Paul Reed,16:43,3,5,.600,1,2,.500,0,0,,1,5,6,1,3,0,1,2,7,+8
9,Jaden Springer,14:49,2,3,.667,0,0,,4,4,1.000,0,2,2,0,0,0,0,0,8,-3
10,Furkan Korkmaz,12:55,1,2,.500,0,1,.000,0,1,.000,0,1,1,2,1,0,0,0,2,+12
11,Ricky Council IV,12:00,3,6,.500,1,1,1.000,4,6,.667,1,0,1,0,1,0,0,0,11,+9
12,Terquavion Smith,12:00,0,6,.000,0,4,.000,2,2,1.000,0,0,0,5,3,0,1,0,2,+9
13,Tobias Harris,Did Not Dress,,,,,,,,,,,,,,,,,,,
14,Marcus Morris,Did Not Dress,,,,,,,,,,,,,,,,,,,
