,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Vince Williams Jr.,36:03,.727,.750,.250,.333,11.6,12.4,12.0,4.9,0.0,0.0,0.0,16.9,157,129,2.0
1,David Roddy,32:26,.504,.462,.538,.154,3.2,13.8,8.3,4.8,1.6,2.7,0.0,18.9,116,123,-3.6
2,Jaren Jackson Jr.,31:35,.561,.412,.176,.706,0.0,17.7,8.5,22.2,3.2,2.8,15.2,36.8,108,118,-1.2
3,John Konchar,29:41,.900,.900,.400,.000,7.0,18.8,12.7,20.5,0.0,5.9,28.6,10.4,141,123,5.5
4,Santi Aldama,27:49,.455,.455,.455,.000,3.8,20.1,11.6,5.5,0.0,0.0,8.3,19.1,96,127,-7.4
5,player,,,,,,,,,,,,,,,,
6,GG Jackson II,28:52,.804,.778,.444,.556,3.6,11.6,7.5,5.9,1.8,3.0,0.0,17.1,169,123,9.1
7,Scotty Pippen Jr.,17:21,.340,.300,.400,.400,6.0,12.9,9.3,31.4,0.0,0.0,33.8,22.6,75,129,-15.8
8,Xavier Tillman Sr.,17:06,.266,.000,.000,2.000,18.3,6.5,12.6,7.4,3.0,10.2,0.0,14.6,98,116,-2.9
9,Ziaire Williams,13:45,.333,.333,.500,.000,0.0,24.4,11.8,33.8,0.0,0.0,25.0,25.7,71,125,-13.2
10,Jacob Gilyard,5:22,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.5,93,132,-3.9
11,Jake LaRavia,Did Not Dress,,,,,,,,,,,,,,,
12,Derrick Rose,Did Not Dress,,,,,,,,,,,,,,,
